Time (ms),Cell 1,Cell 2,Cell 3,Cell 4,Cell 5,Cell 6,Cell 7,Cell 8,Cell 9,Cell 10,Cell 11,Cell 12
7574,1.812056985,21.1805289,7.240860532,-13.1725022,3.035783048,-16.63702716,39.73942183,-7.650996434,-16.72974543,5.353222389,34.4578641,21.58601795
7576,-3.183630231,3.185247125,15.24745891,-12.16675084,13.04049988,15.36876288,18.74554057,2.355024703,-15.72230042,10.35952224,23.46287222,17.59265601
7578,0.820682553,5.189965353,0.254057278,-12.16099947,10.04521671,5.374552914,25.75165932,-19.63895416,-22.71485541,-3.634177912,24.46788033,39.59929407
7580,18.82499534,-3.80531642,4.260655651,-3.155248105,-2.950066464,28.38034295,0.757778061,-24.63293302,-22.70741041,-1.627878062,25.47288845,23.60593213
7582,-20.17069188,21.19940181,17.26725402,-2.149496739,10.05465037,22.38613299,15.7638968,11.37308811,-16.6999654,-10.62157821,31.47789656,41.61257019
7584,5.833620904,-0.795879965,6.273852396,-16.14374537,6.059367195,12.39192303,18.77001555,-12.62089075,-2.692520387,-0.615278363,11.48290468,23.61920825
7586,5.837933688,13.20883826,8.280450769,-17.13799401,2.064084024,-2.60228693,-1.223865709,-6.614869611,-4.685075378,-17.60897851,33.48791279,23.62584631
7588,-9.157753528,-1.78644351,4.287049141,-17.13224264,-10.93119915,-2.596496892,4.782253035,-0.608848474,-13.67763037,-2.602678663,-8.507079092,2.632484369
7590,-6.153440744,3.218274718,-5.706352486,11.87350872,-6.926482317,-12.59070685,16.78837178,-12.60282734,-28.67018536,0.403621186,31.49792902,20.63912243
7592,-6.14912796,-3.777007055,23.30024589,1.87926009,5.078234513,6.415083186,9.794490522,3.4031938,-9.66274035,-21.59007896,19.50293714,4.645760488
7594,-7.144815176,25.22771117,12.30684426,10.88501146,1.082951342,18.42087323,16.80060927,-6.590785062,-14.65529534,7.416220886,3.507945253,21.65239855
7596,-9.140502392,-12.7675706,-6.686557368,-3.109237179,-2.912331828,15.42666326,1.806728009,2.415236075,-19.64785033,-4.577479265,33.51295337,18.65903661
7598,-5.136189608,-8.762852372,6.320041005,-4.103485813,4.092385001,-1.567546697,-10.18715325,-12.57874279,-16.64040532,5.428820585,27.51796148,19.66567467
7600,7.868123176,9.241865856,-4.673360622,-2.097734447,-6.90289817,-8.561756658,4.818965496,-9.572721651,-22.63296031,5.435120435,15.5229696,20.67231273
7602,0.87243596,11.24658408,-4.666762249,-18.09198308,-10.89818134,3.44403338,-5.174915761,10.43329949,16.3744847,0.441420285,24.52797771,13.67895079
7604,13.87674874,23.25130231,6.339836123,4.913768284,2.106535489,8.449823419,6.831202983,-7.560679376,-13.61807029,-7.552279866,19.53298583,32.68558884
7606,-13.11893847,16.25602054,22.3464345,10.91951965,-9.888747681,15.45561346,5.837321726,-2.554658239,-11.61062529,0.454019984,14.53799394,27.6922269
7608,-5.114625688,7.260738766,10.35303287,-5.074728984,-11.88403085,1.461403497,10.84344047,-7.548637102,0.396819724,18.46031983,22.54300206,18.69886496
7610,-1.110312904,-6.734543007,-2.640368758,0.931022382,-4.879314022,1.467193536,28.84955921,1.457384035,8.404264733,7.466619683,22.54801018,11.70550302
7612,-12.10600012,0.270175221,5.366229614,-1.063226253,-8.874597193,12.47298357,2.855677957,-7.536594828,-12.58829026,7.472919533,26.55301829,9.712141082
7614,6.898312663,17.27489345,-2.627172013,-15.05747489,12.13011964,2.478773614,-0.1382033,-5.53057369,-17.58084525,-18.52078062,16.55802641,15.71877914
7616,2.902625447,0.279611676,-2.62057364,-1.051723521,4.134836466,13.48456365,1.867915444,16.47544745,-5.573400239,3.485519233,15.56303452,12.7254172
7618,-31.09306177,13.2843299,6.386024733,-14.04597216,-6.860446704,3.490353691,0.874034187,-23.51853142,-33.56595523,11.49181908,17.56804264,-3.26794474
7620,13.91125102,-3.710951869,6.392623105,-14.04022079,4.144270125,3.49614373,14.88015293,-17.51251028,-13.55851022,0.498118932,10.57305075,18.73869332
7622,6.915563799,8.293766358,-11.60077852,-26.03446942,-19.85101305,-8.498066231,-2.113728326,-0.506489142,-22.55106521,-8.495581218,34.57805887,20.74533138
7624,11.91987658,-8.701515414,-16.59418015,8.971281942,12.15370378,-8.492276192,6.892390417,-12.500468,-31.5436202,17.51071863,12.58306698,25.75196944
7626,-20.07581063,8.303202814,1.412418224,-12.02296669,8.158420613,9.513513847,-5.101490839,-32.49444687,-27.53617519,7.517018481,22.5880751,17.7586075
7628,18.92850215,-17.69207896,-9.580983404,-27.01721533,-5.836862557,11.51930389,-6.095372096,-6.48842573,-24.52873018,14.52331833,22.59308321,23.76524556
7630,-1.067185065,1.312639269,23.42561497,-6.011463961,-2.832145728,6.525093924,-4.089253352,-14.48240459,-9.521285175,6.52961818,3.598091328,3.771883617
7632,-8.062872281,5.317357496,-6.567786658,-9.005712595,-13.8274289,4.530883963,4.916865391,-18.47638346,-28.51384017,14.53591803,18.60309944,22.77852168
7634,-1.058559497,-8.677924276,0.438811715,7.000038771,-6.822712069,12.536674,-11.07701587,-6.470362318,-34.50639516,-4.45778212,25.60810756,12.78515974
7636,6.945753287,-0.673206049,10.44541009,-7.994209863,5.182004761,-10.45753596,-9.070897122,-1.464341181,-25.49895015,-10.45148227,16.61311567,8.791797795
7638,-6.049933929,3.331512179,4.45200846,-5.988458498,-9.81327841,10.54825408,2.935221622,2.541679956,-15.49150514,2.554817579,19.61812379,5.798435854
7640,-17.04562115,0.336230406,-5.541393167,-10.98270713,-14.80856158,-8.445955881,-9.058659635,-10.45229891,-4.484060129,-1.438882571,22.6231319,3.805073914
7642,-0.041308361,-6.659051366,12.46520521,-17.97695577,8.196155249,5.559834158,-3.052540891,-8.44627777,-30.47661512,13.56741728,18.62814002,21.81171197
7644,-6.036995577,-4.654333139,-10.52819642,8.0287956,2.200872078,6.565624196,-1.046422148,-2.440256633,-18.46917011,-9.426282872,19.63314813,29.81835003
7646,-12.03268279,-7.649614911,13.47840195,-12.96545303,-1.794411092,4.571414235,-8.040303404,-3.434235495,-43.4617251,15.58001698,23.63815625,4.824988092
7648,-19.02837001,-5.644896684,1.485000324,12.04029833,-8.789694263,-13.42279573,0.965815339,-28.42821436,-13.45428009,4.586316828,2.643164365,12.83162615
7650,16.97594277,15.35982154,3.491598696,-6.953950303,-6.784977433,12.58299431,-7.028065917,-9.422193221,-9.446835082,5.592616677,20.64817248,23.83826421
7652,-9.019744442,-4.635460228,-12.50180293,-16.94819894,-10.7802606,-8.411215648,2.978052826,-18.41617208,-10.43939007,-0.401083473,10.6531806,20.84490227
7654,7.984568342,-2.630742001,10.50479544,-12.94244757,-0.775543774,2.594574391,-12.01582843,2.589849053,-25.43194506,25.60521638,19.65818871,6.851540329
7656,-13.01111887,-29.62602377,6.511393815,-0.936696206,-1.770826945,-4.399635571,-1.009709687,-9.404129809,-16.42450005,3.611516227,6.663196825,2.858178389
7658,17.99319391,-3.621305546,-6.482007813,-18.93094484,6.233889885,-18.39384553,-11.00359094,-10.39810867,-11.41705505,3.617816076,-0.331795059,14.86481645
7660,10.99750669,1.383412682,-0.47540944,2.074806526,15.23860671,-3.388055493,-20.9974722,-12.39208753,-32.40961004,19.62411593,-4.326786944,12.87145451
7662,-2.998180522,-8.611869091,-0.468811067,-13.91944211,-3.756676456,-15.38226545,8.008646543,-30.3860664,-22.40216503,17.63041578,2.678221171,15.87809257
7664,7.006132262,7.392849137,-0.462212694,-8.913690743,6.248040373,-12.37647542,-17.98523471,-8.380045261,-1.394720018,-3.363284375,3.683229286,8.884730626
7666,-8.989554954,1.397567364,7.544385678,-19.90793938,-8.747242798,2.629314624,-13.97911597,-18.37402412,-11.38727501,6.643015475,1.688237402,14.89136869
7668,16.01475783,-12.59771441,6.550984051,-1.902188011,-4.742525968,-0.364895337,-1.972997226,-0.368002986,-11.37983,13.64931532,12.69324552,9.898006745
7670,-7.980929386,-0.592996181,15.55758242,-16.89643665,-7.737809139,-16.3591053,-8.966878483,-14.36198185,-33.37238499,-7.344384826,20.69825363,-8.095355195
7672,-2.976616602,-4.588277953,15.5641808,-19.89068528,-2.733092309,-9.35331526,5.039240261,-23.35596071,-14.36493998,8.661915024,13.70326175,6.911282864
7674,-4.972303818,-4.583559726,9.570779169,-2.884933914,-1.72837548,-17.34752522,-3.954640996,-24.34993957,-11.35749497,-0.331785126,-4.291730137,4.917920923
7676,2.032008966,-12.5788415,10.57737754,-11.87918255,1.27634135,-14.34173518,-26.94852225,-24.34391844,-9.350049962,14.67451472,-14.28672202,-2.075441017
7678,-22.96367825,-8.57412327,-8.416024085,-13.87343118,0.281058179,-1.335945143,9.057596491,-6.3378973,-2.342604953,9.680814573,12.71828609,-6.068802958
7680,9.040634533,-10.56940504,5.590574288,-7.867679816,-8.714224991,-8.330155104,-10.93628477,-22.33187616,-16.33515994,34.68711442,12.72329421,0.937835102
7682,1.044947317,0.435313185,-13.40282734,2.138071549,-2.709508162,-17.32436507,4.069833978,-2.325855026,-28.32771493,-2.306585727,-3.271697677,-2.055526839
7684,-4.950739899,5.440031412,4.603771033,0.143822915,1.295208668,-4.318575027,6.075952722,-7.319833889,-28.32026993,-19.30028588,-0.266689561,-0.04888878
7686,-15.94642711,-2.55525036,-20.38963059,-17.85042572,-3.700074503,-0.312784988,-4.917928535,-18.31381275,-26.31282492,0.706013972,-5.261681446,-10.04225072
7688,2.057885669,4.449467867,-14.38303222,-11.84467435,-14.69535767,3.693005051,-3.911809791,-28.30779161,-29.30537991,3.712313822,6.743326669,9.964387339
7690,1.062198453,-18.54581391,0.623566151,2.161077012,-8.690640844,-20.30120491,-9.905691048,-17.30177048,-28.2979349,16.71861367,-11.25166522,-3.028974601
7692,-17.93348876,-11.54109568,-0.369835476,-13.83317162,4.314075985,-6.295414871,5.100427696,-9.29574934,-24.29048989,-4.275086479,3.7533429,16.97766346
7694,14.07082402,13.46362255,-14.3632371,8.172579744,-4.681207185,-3.289624832,14.10654644,-2.289728203,-25.28304488,10.73121337,0.758351015,5.984301517
7696,-15.9248632,-11.53165922,0.643361269,2.17833111,23.32350964,-8.283834793,1.112665182,-19.28370707,-24.27559987,15.73751322,1.76335913,10.99093958
7698,-7.920550411,-8.526940995,18.64995964,-2.815917525,-5.671773526,5.721955245,-1.881216074,-13.27768593,-16.26815486,-10.25618693,0.768367245,0.997577636
7700,-3.916237627,-3.522222768,-6.343441985,-20.81016616,-0.667056697,-0.272254716,-25.87509733,-23.27166479,-24.26070985,-8.24988708,-16.22662464,-12.9957843
7702,15.08807516,-5.51750454,-5.336843612,-5.804414793,-5.662339867,4.733535323,-7.868978587,-13.26564365,-26.25326484,-5.24358723,-1.221616524,-10.98914625
7704,8.092387941,-3.512786312,-4.33024524,14.20133657,-10.65762304,-3.260674638,-32.86285984,-29.25962252,-24.24581983,11.76271262,2.783391591,13.01749181
7706,7.096700725,13.49193192,1.676353133,-6.792912061,10.34709379,16.7451154,-17.8567411,-20.25360138,-39.23837482,16.76901247,10.78839971,12.02412987
7708,1.101013509,9.496650143,-31.31704849,-7.787160696,11.35181062,3.75090544,-0.850622357,-10.24758024,-23.23092981,6.775312319,-13.20659218,-0.969232067
7710,-11.89467371,-19.49863163,-2.310450121,-21.78140933,1.35652745,-20.24330452,5.155496387,-26.24155911,-25.22348481,-0.218387832,4.798415937,7.037405993
7712,-8.890360924,4.506086598,-11.30385175,-5.775657964,-9.63875572,0.762485517,-22.83838487,-18.23553797,-42.2160398,11.78791202,9.803424052,-4.955955948
7714,-1.88604814,-9.489195175,-13.29725338,-2.769906598,1.365961109,-16.23172444,-26.83226613,-5.229516831,-4.208594787,3.794211868,4.808432167,-14.94931789
7716,-3.881735356,-8.484476947,4.709344997,-11.76415523,-4.629322061,4.774065595,-20.82614738,-7.223495694,-2.201149778,10.80051172,11.81344028,-13.94267983
7718,-9.877422572,6.52024128,0.71594337,-11.75840387,3.375394768,-15.22014437,-3.820028639,-16.21747456,-24.19370477,9.806811567,-5.181551602,-11.93604177
7720,3.126890212,-27.47504049,-3.277458258,3.247347499,11.3801116,-16.21435433,-23.8139099,-14.21145342,-36.18625976,-5.186888583,-23.17654349,-2.929403711
7722,-9.868797004,-8.470322265,-0.270859885,-4.746901135,-11.61517157,-18.20856429,-9.807791152,-31.20543228,-33.17881475,6.819411267,8.828464628,14.07723435
7724,-0.86448422,2.534395963,-20.26426151,-4.74114977,-0.610454743,0.797225751,-9.801672409,-6.199411145,-23.17136974,-6.174288884,-2.166527257,-17.91612759
7726,-5.860171436,-4.46088581,0.742336861,-18.7353984,15.39426209,-1.196984211,-2.795553665,-31.19339001,-2.163924731,10.83201097,-6.161519141,5.090510468
7728,-17.85585865,-3.456167582,-20.25106477,-8.729647038,0.398978915,-17.19119417,-8.789434922,-18.18736887,-37.15647972,6.838310816,-14.15651103,0.097148527
7730,-5.851545868,-16.45144935,-14.24446639,-14.72389567,-4.596304255,-4.185404133,0.216683822,-11.18134773,-8.149034713,-3.155389334,-28.15150291,8.103786586
7732,-0.847233084,2.553268873,-14.23786802,-19.71814431,-1.591587426,-9.179614094,-19.77719743,-33.1753266,-24.1415897,-8.149089485,-18.1464948,-4.889575354
7734,-5.8429203,6.557987101,-6.231269648,-16.71239294,13.4131294,-6.173824055,-8.771078692,-17.16930546,-31.13414469,5.857210365,-9.141486681,-16.88293729
7736,-14.83860752,11.56270533,-5.224671276,-18.70664157,3.417846233,-9.168034016,-27.76495995,-15.16328432,-28.12669969,6.863510215,-23.13647857,5.123700765
7738,-4.834294732,-10.43257644,0.781927097,-37.70089021,-6.577436937,4.837756023,-4.758841205,-31.15726318,-19.11925468,24.86981006,-2.13147045,7.130338824
7740,-20.82998195,-30.42785822,-15.21147453,-21.69513884,10.42727989,-0.156453939,-3.752722461,-17.15124205,-10.11180967,15.87610991,-9.126462335,-8.863023117
7742,-6.825669165,5.576860011,-10.20487616,-19.68938748,-9.568003278,-29.1506639,4.253396282,-21.14522091,-26.10436466,1.882409764,-14.12145422,-13.85638506
7744,-20.82135638,1.581578238,-4.198277785,-21.68363611,-7.563286449,-11.14487386,-28.74048497,-22.13919977,-7.096919648,5.888709613,-2.116446104,10.150253
7746,-12.8170436,-6.413703534,4.808320588,-15.67788475,23.44143038,-11.13908382,-22.73436623,-12.13317864,-20.08947464,-11.10499054,-1.111437989,-19.84310894
7748,10.18726919,-11.40898531,-24.18508104,-5.67213338,-8.55385279,2.866706217,-17.72824749,-10.1271575,-17.08202963,14.90130931,-2.106429874,-3.836470879
7750,-23.80841803,-3.404267079,-0.178482667,-8.666382015,11.45086404,-13.12750374,-10.72212874,-34.12113636,-24.07458462,-2.092390837,8.898578241,7.17016718
7752,8.195894755,-14.39954885,15.82811571,-20.66063065,-2.544419131,9.878286295,-29.71601,-32.11511522,-18.06713961,1.913909012,-2.096413644,-5.82319476
7754,16.20020754,-6.394830624,4.834714079,-20.65487928,-13.5397023,-11.11592367,-16.70989126,-24.10909409,-25.0596946,16.92020886,-6.091405528,14.1834433
7756,-2.795479677,-3.390112396,-12.15868755,3.350872083,6.465014528,-3.110133628,-13.70377251,-28.10307295,-9.052249593,-8.073491288,-11.08639741,-8.809918641
7758,4.208833107,-8.385394169,-3.152089176,-6.643376551,-11.53026864,-15.10434359,-22.69765377,-30.09705181,-24.04480458,-6.067191439,-16.0813893,-3.803280582
7760,3.213145891,1.619324059,2.854509197,-7.637625186,2.474448187,-23.09855355,-8.691535026,-30.09103068,-14.03735957,-0.060891589,-15.07638118,-22.79664252
7762,-20.78254133,-0.375957714,-5.13889243,-18.63187382,-6.520834984,-14.09276351,-6.685416283,-20.08500954,-21.02991457,-5.054591739,-0.071373067,1.209995537
7764,0.221771459,-0.371239486,1.867705943,-26.62612245,9.483881846,-2.086973472,-19.67929754,-45.0789884,-36.02246956,5.95170811,0.933635048,-8.783366404
7766,-3.773915757,-25.36652126,-12.12569568,-24.62037109,-9.511401325,-2.081183434,-18.6731788,-14.07296726,-43.01502455,7.95800796,-19.06135684,-10.77672834
7768,20.23039703,2.638196969,-7.119097312,-10.61461972,7.493315505,-0.075393395,-8.667060052,-32.06694613,-28.00757954,-2.03569219,-4.056348722,3.229909715
7770,-19.76529019,4.642915196,2.887501061,-2.608868357,23.49803233,-9.069603356,-13.66094131,-30.06092499,-23.00013453,-6.02939234,-19.05134061,-11.76345223
7772,-10.76097741,-12.35236658,-0.105900566,-1.603116991,-19.49725084,-15.06381332,-18.65482257,-36.05490385,-19.99268952,-22.02309249,-20.04633249,-4.756814166
7774,-26.75666462,-7.347648349,-9.099302194,-11.59736563,-16.49253401,-14.05802328,-18.64870382,-12.04888271,-9.98524451,2.983207359,-12.04132438,-12.75017611
7776,-5.752351838,-2.342930121,0.907296179,-12.59161426,8.512182822,5.947766761,-12.64258508,-23.04286158,-21.9777995,7.989507209,-4.036316261,-18.74353805
7778,14.25196095,-2.338211894,-19.08610545,-22.58586289,9.516899652,-12.0464432,-10.63646634,-22.03684044,-32.97035449,-19.00419294,-1.031308146,-17.73689999
7780,0.25627373,2.666506334,-13.07950708,-4.580111528,-1.478383519,-6.040653162,-13.63034759,-21.0308193,1.037090518,4.002106908,-9.02630003,-7.730261929
7782,-6.739413486,-28.32877544,-22.0729087,-11.57436016,7.526333311,-7.034863123,-0.624228848,-6.024798166,-9.955464473,23.00840676,-12.02129192,-21.72362387
7784,-21.7351007,-27.32405721,-14.06631033,-15.5686088,-9.46894986,-23.02907308,-10.6181101,-25.01877703,-9.948019463,-12.98529339,-11.0162838,-5.71698581
7786,14.26921208,2.680661017,5.940288043,-10.56285743,7.53576697,-7.023283045,-13.61199136,-25.01275589,-27.94057445,10.02100646,-17.01127568,-14.71034775
7788,-16.72647513,-11.31462076,-17.05311358,-10.55710606,17.5404838,-21.01749301,-12.60587262,-17.00673475,-0.933129445,-0.972693693,-4.006267569,-26.70370969
7790,11.27783765,2.690097472,-7.046515212,-3.551354699,-0.454799371,-14.01170297,-9.599753874,-17.00071362,-37.92568444,-7.966393843,0.998740546,-7.697071632
7792,-0.717849566,-3.305184301,-10.03991684,14.45439667,7.549917458,1.994087072,-5.593635131,-21.99469248,-10.91823943,-12.96009399,-11.99625134,6.309566428
7794,-10.71353678,-22.30046607,-31.03331847,-28.53985197,-2.445365713,-5.00012289,-13.58751639,-19.98867134,-16.91079442,-1.953794144,5.008756776,-23.68379551
7796,9.290776002,1.704252154,-5.026720093,-19.5341006,4.559351117,-12.99433285,-1.581397644,-10.98265021,-17.90334941,7.052505706,0.013764892,-8.677157454
7798,-11.70491121,-9.291029618,-9.020121721,0.471650764,-1.435932054,11.01145719,-15.5752789,-31.97662907,-21.8959044,4.058805555,-14.98122699,17.32948061
7800,-4.70059843,-0.286311391,-17.01352335,-17.52259787,-21.43121522,0.017247227,-18.56916016,-9.970607931,-17.88845939,-4.934894595,-18.97621888,-0.663881335
7802,-11.69628565,-1.281593163,-4.006924975,16.4831535,6.573501605,-11.97696273,-11.56304141,-21.96458679,-26.88101438,-12.92859475,-5.971210763,-3.657243275
7804,-10.69197286,-17.27687494,-43.0003266,-2.511095139,12.57821843,-3.971172695,-20.55692267,-14.95856566,-20.87356937,-17.9222949,-1.966202648,-7.650605216
7806,1.312339921,1.727843292,-11.99372823,-8.505343773,17.58293526,5.034617344,-12.55080393,-29.95254452,-21.86612436,1.084004954,6.038805468,-8.643967157
7808,1.316652705,19.73256152,1.012870143,-13.49959241,22.58765209,-1.959592618,-25.54468518,-26.94652338,-42.85867935,-2.909695196,3.043813583,-19.6373291
7810,0.320965489,-24.26272025,2.019468516,-22.49384104,6.592368923,0.046197421,-27.53856644,-29.94050225,-28.85123434,-2.903395346,0.048821698,-18.63069104
7812,1.325278273,-3.258002025,1.026066888,30.51191032,-6.402914247,-1.94801254,-16.5324477,-26.93448111,-32.84378933,-6.897095497,-12.94617019,6.375947022
7814,3.329591057,-5.253283798,-19.96733474,-17.48233831,9.601802582,0.057777499,-8.526328953,-22.92845997,3.163655675,3.109204353,-15.94116207,-0.617414919
7816,10.33390384,-23.24856557,-23.96073637,-15.47658694,1.606519411,0.063567538,-1.520210209,-33.92243883,-13.82889932,-13.8844958,-0.936153956,-17.61077686
7818,4.338216625,-14.24384734,-17.95413799,6.529164422,-3.388763759,10.06935758,-30.51409147,-10.9164177,-18.82145431,-15.87819595,5.068854159,-19.6041388
7820,-12.65747059,-13.23912912,-13.94753962,-17.46508421,-1.38404693,-11.92485238,-19.50797272,-34.91039656,-14.8140093,6.128103902,-11.92613773,-6.597500741
7822,-9.653157807,-20.23441089,-13.94094125,-4.459332847,-6.3793301,-4.919062346,-17.50185398,-6.904375422,-11.80656429,28.13440375,9.07887039,-26.59086268
7824,0.351154977,-27.22969266,-13.93434288,-20.45358148,2.625386729,10.08672769,-11.49573524,-13.89835429,-24.79911928,3.140703601,0.083878505,-4.584224622
7826,6.355467761,7.775025567,3.072255498,-7.447830115,-8.369896441,-6.907482268,-24.48961649,-22.89233315,-39.79167427,-1.852996549,-7.91111338,3.422413437
7828,-5.640219455,-21.22025621,-3.92114613,1.55792125,-0.365179612,13.09830777,-2.483497748,-36.88631201,-22.78422926,-0.846696699,-12.90610526,-14.5709485
7830,-0.635906671,-11.21553798,-14.91454776,-3.436327384,-8.360462782,-6.89590219,-11.477379,-29.88029087,-21.77678425,-0.840396849,4.09890285,-19.56431044
7832,-23.63159389,-8.21081975,-5.907949384,0.569423982,0.644254047,-1.890112151,-25.47126026,-24.87426974,-12.76933924,0.165903,-14.89608903,3.442327616
7834,-13.6272811,-13.20610152,-13.90135101,-12.42482465,-11.35102912,-9.884322112,7.534858482,-32.8682486,-31.76189423,14.17220285,-11.89108092,-13.55103433
7836,-0.622968319,-0.201383295,-25.89475264,-19.41907329,11.65368771,-20.87853207,-25.45902277,-27.86222746,-10.75444922,-4.8214973,-4.886072804,-15.54439627
7838,-7.618655536,-3.196665067,-4.888154266,-5.413321921,1.658404535,-9.872742035,-8.452904031,-34.85620632,-14.74700421,-2.815197451,-12.88106469,9.462241794
7840,-0.614342752,2.80805316,-3.881555893,-9.407570555,9.663121365,-12.866952,-14.44678529,-24.85018519,-22.7395592,-2.808897601,-16.87605657,-24.53112015
7842,-2.610029968,-8.187228612,-6.87495752,-2.401819189,-2.332161806,0.138838043,-15.44066654,-22.84416405,-1.732114196,21.19740225,-26.87104846,-4.524482087
7844,-19.60571718,-20.18251038,-4.868359148,-11.39606782,1.672555024,-4.855371918,-15.4345478,-29.83814291,-23.72466919,1.203702099,-12.86604034,-14.51784403
7846,-12.6014044,2.822207843,-6.861760775,3.609683542,4.677271853,6.150418121,0.571570943,-12.83212178,-19.71722418,-19.78999805,-13.86103223,-21.51120597
7848,-17.59709162,-6.17307393,-14.8551624,-21.38456509,-6.318011317,-14.84379184,-22.42231031,-6.826100639,-31.70977917,-1.783698202,-21.85602411,-16.50456791
7850,5.407221168,6.831644298,-7.848564029,-3.378813726,-15.31329449,-24.8380018,-25.41619157,-10.8200795,-30.70233416,5.222601648,-3.851015997,-9.49792985
7852,-14.58846605,-10.16363747,-14.84196566,-13.37306236,4.691422342,-6.832211763,-6.410072827,-27.81405836,-32.69488915,2.228901497,-21.84600788,-22.49129179
7854,-10.58415326,-22.15891925,-22.83536728,-14.36731099,5.696139171,11.17357828,-18.40395408,-23.80803723,-14.68744414,4.235201347,3.159000233,-15.48465373
7856,7.42015952,0.84579898,-2.828768911,-16.36155963,-11.299144,-15.82063169,-21.39783534,-22.80201609,-20.67999913,1.241501197,-22.83599165,0.521984328
7858,-13.5755277,-4.149482792,-12.82217054,-16.35580826,-8.29442717,9.185158354,-19.3917166,-9.795994953,-20.67255412,-12.75219895,-20.83098354,-16.47137761
7860,5.428785088,-7.144764565,-17.81557217,-17.3500569,-4.289710341,-7.809051607,-16.38559785,-4.789973816,-24.66510911,-6.745899104,1.174024579,-17.46473955
7862,-1.566902128,-14.14004634,-16.80897379,-11.34430553,-2.284993511,-9.803261568,-13.37947911,-35.78395268,-28.6576641,-9.739599254,0.179032694,-34.45810149
7864,-10.56258934,-0.135328109,-10.80237542,-20.33855417,1.719723318,-26.79747153,-23.37336037,-7.777931541,-38.65021909,-7.733299404,1.184040809,-21.45146343
7866,-14.55827656,-40.13060988,-33.79577705,-22.3328028,-9.275559852,-7.791681491,-1.367241622,-5.771910404,-16.64277408,8.273000445,-23.81095108,-9.444825375
7868,-9.553963776,-0.125891654,-8.789178675,-6.327051434,-14.27084302,-3.785891452,-16.36112288,-18.76588927,-11.63532908,-11.72069971,-5.80594296,-4.438187315
7870,5.450349007,-16.12117343,-21.7825803,-6.321300068,15.73387381,-5.780101413,-27.35500414,-11.75986813,-36.62788407,-21.71439986,-4.800934845,-11.43154926
7872,-4.545338209,-16.1164552,-20.77598193,-14.3155487,-26.26140936,-10.77431137,-15.34888539,-29.75384699,-23.62043906,-4.708100006,-36.79592673,-19.4249112
7874,-12.54102542,-25.11173697,-10.76938356,-19.30979734,0.743307466,5.231478665,-30.34276665,-18.74782586,-43.61299405,5.298199844,-27.79091861,-23.41827314
7876,-5.536712641,-11.10701874,-0.762785184,-16.30404597,-2.251975705,-13.7627313,-13.3366479,-25.74180472,-39.60554904,-1.695500306,-20.7859105,-22.41163508
7878,-9.532399857,-12.10230052,-24.75618681,-19.29829461,-1.247258875,-7.756941258,9.669470839,-28.73578358,-10.59810403,-5.689200457,-25.78090238,1.595002982
7880,-5.528087073,-5.097582289,-17.74958844,-3.29254324,1.757457954,3.248848781,-15.32441042,-17.72976244,-31.59065902,0.317099393,-13.77589427,-8.398358959
7882,0.476225711,-6.092864062,-17.74299007,-15.28679187,0.762174783,-6.74536118,-14.31829167,-31.72374131,-22.58321401,-13.67660076,-18.77088615,-30.3917209
7884,-15.5194615,-5.088145834,-17.73639169,-16.28104051,-13.23310839,-6.739571141,-30.31217293,-19.71772017,-28.575769,-9.670300907,-21.76587804,-15.38508284
7886,-5.515148721,-2.083427607,-12.72979332,-21.27528914,-3.228391558,-11.7337811,-21.30605419,-21.71169903,-25.56832399,19.33599894,-5.760869923,-14.37844478
7888,-1.510835937,-5.078709379,-20.72319495,0.730462223,-14.22367473,-1.727991063,-19.29993544,-0.705677895,-6.560878983,-17.65770121,-17.75586181,-14.37180672
7890,-19.50652315,-9.073991151,-16.71659657,-11.26378641,-2.218957899,0.277798975,-20.2938167,-48.69965676,-28.55343397,-16.65140136,-0.750853693,-14.36516866
7892,-12.50221037,-19.06927292,-10.7099982,-23.25803505,10.78575893,-24.71641099,-20.28769796,-26.69363562,-20.54598896,-11.64510151,-12.74584558,-1.358530603
7894,8.502102415,-7.064554696,-17.70339983,12.74771632,-3.20952424,13.28937905,-17.28157921,-18.68761448,-33.53854396,6.361198341,-8.740837462,-16.35189254
7896,-1.493584801,14.94016353,0.303198544,3.753467687,1.79519259,-8.704830908,-23.27546047,-24.68159335,-29.53109895,15.36749819,-22.73582935,-22.34525448
7898,0.510727983,-11.05511824,-19.69020308,4.759219052,-2.200090581,15.30095913,-19.26934173,-33.67557221,-6.523653937,-0.62620196,4.269178768,-24.33861642
7900,-4.484959233,-19.05040001,-19.68360471,-9.235029582,-5.195373751,6.30674917,-35.26322298,-33.66955107,-5.516208928,-9.61990211,-11.72581312,-10.33197837
7902,5.51935355,-12.04568179,-15.67700634,-12.22927822,-9.190656922,-10.68746079,-5.25710424,-24.66352993,-22.50876392,-4.61360226,-10.720805,-13.32534031
7904,-3.476333666,-4.040963559,-7.670407965,4.77647315,-14.18594009,-15.68167075,3.749014504,-21.6575088,-23.50131891,-9.60730241,-18.71579689,-23.31870225
7906,1.527979118,-25.03624533,-17.66380959,-7.217775485,-1.181223263,-20.67588071,-33.24486675,-22.65148766,-23.4938739,4.398997439,-5.710788771,-35.31206419
