Time (ms),Cell 1,Cell 2,Cell 3,Cell 4,Cell 5,Cell 6,Cell 7,Cell 8,Cell 9,Cell 10,Cell 11,Cell 12
3256,18.50075646,1.993875643,-6.005026215,-10.5897009,-4.147851743,8.86227895,-2.470945329,-3.650631635,-8.803520377,13.75184688,5.645343321,7.254447721
3258,-8.494930752,-19.00140613,1.001572158,11.41605047,-13.14313491,5.868068989,-4.464826586,-16.6446105,-2.796075368,-0.241853268,-6.349648563,8.261085781
3260,-2.490617969,-5.996687902,4.00817053,-20.57819816,10.86158192,17.87385903,8.541292158,-17.63858936,-18.78863036,22.76444658,-8.344640448,-2.73227616
3262,-6.486305185,7.008030326,-15.9852311,-2.572446798,-6.133701255,-1.120350934,32.5474109,-4.632568224,-8.781185349,-12.22925357,-11.33963233,-3.725638101
3264,-0.481992401,-11.98725145,-12.97863272,-22.56669543,3.871015574,3.885439105,1.553529644,-3.626547086,-20.77374034,-3.222953719,-8.334624218,3.280999959
3266,-13.47767962,5.017466781,2.027965649,-7.560944067,-2.124267596,-2.108770856,-8.440351612,8.379474051,-9.766295331,3.783346131,4.670383897,-5.712361982
3268,-3.473366833,-1.977814991,11.03456402,-0.555192701,-14.11955077,3.897019183,15.56576713,-6.614504812,-25.75885032,-6.210354019,1.675392013,2.294276078
3270,-19.46905405,-15.97309676,-11.95883761,-11.54944134,9.885166063,-27.09719078,11.57188587,-19.60848367,-28.75140531,13.79594583,3.680400128,-2.699085863
3272,5.535258735,-6.968378536,1.047760767,-6.543689969,-8.110117108,-2.091400739,-12.42199538,-20.60246254,-27.7439603,6.80224568,11.68540824,5.307552196
3274,2.539571519,-12.96366031,-0.945640861,-3.537938604,0.894599722,-12.0856107,4.584123362,3.4035586,-4.736515294,8.80854553,-2.309583642,-5.685809744
3276,-13.4561157,-2.958942081,-10.93904249,13.46781276,-13.10068345,-0.079820662,-14.40975789,-8.590420263,-23.72907028,-9.18515462,-2.304575526,-0.679171685
3278,3.548197087,4.045776146,11.06755588,13.47356413,-3.095966619,-9.074030623,-11.40363915,-15.58439913,-18.72162528,-3.178854771,11.70043259,12.32746637
3280,-1.447490129,-0.949505626,-12.92584574,10.47931549,-7.09124979,6.931759416,-15.39752041,-13.57837799,-1.714180266,-6.172554921,11.7054407,23.33410443
3282,-3.443177345,-2.944787399,1.08075263,-12.51493314,17.91346704,-8.062450545,0.608598336,-15.57235685,-7.706735257,-14.16625507,-1.289551181,3.340742493
3284,-6.438864561,-11.94006917,-13.912649,3.490818225,-0.081816131,-3.056660506,-16.38528292,-4.566335714,-18.69929025,-0.159955221,-13.28454307,-6.652619447
3286,-4.434551777,-8.935350944,3.093949376,9.496569591,9.922900698,5.949129533,3.620835823,-14.56031458,-13.69184524,16.84634463,6.72046505,-11.64598139
3288,-16.43023899,-7.930632716,2.100547749,0.502320957,17.92761753,-14.04508043,-19.37304543,-10.55429344,-11.68440023,4.852644478,-21.27452683,6.360656672
3290,-12.42592621,-9.925914489,-20.89285388,1.508072323,-9.067665643,1.96070961,7.63307331,-7.548272303,-11.67695522,8.858944328,-0.26951872,-13.63270527
3292,-4.421613425,0.078803739,11.11374449,-18.48617631,-3.062948813,3.966499649,-5.360807947,-23.54225117,-7.669510211,25.86524418,-0.264510605,22.37393279
3294,3.582699358,-24.91647803,3.120342867,-18.48042495,-9.058231984,-7.027710312,3.645310797,19.46376997,-32.6620652,4.871544027,-12.25950249,-14.61942915
3296,-0.412987858,-23.91175981,-5.87305876,-10.47467358,-6.053515154,-11.02192027,-11.34857046,-11.53020889,-8.654620192,5.877843877,5.745505626,-5.612791091
3298,5.591324926,8.092958422,4.133539612,3.531077786,-12.04879832,0.983869766,-3.342451716,-3.524187754,-24.64717518,22.88414373,4.750513741,-8.606153032
3300,-10.40436229,-25.90232335,-4.859862015,-4.463170849,-23.0440815,-5.010340195,2.663667027,-17.51816662,-21.63973017,-5.109556424,-6.244478144,2.400485028
3302,-16.40004951,-24.89760512,3.146736358,4.542580517,9.960635334,-0.004550157,6.66978577,-16.51214548,-6.632285165,-15.10325657,-8.239470028,-0.592876913
3304,-13.39573672,-15.8928869,-5.846665269,-24.45166812,-7.034647836,-9.998760118,-12.32409549,-12.50612434,-15.62484016,-6.096956724,1.765538087,9.413761147
3306,5.608576062,-8.888168668,-6.840066897,-13.44591675,-2.029931007,-12.99297008,-2.317976743,-14.50010321,-14.61739515,10.90934313,-11.2294538,-21.57960079
3308,17.61288885,-11.88345044,-6.833468524,-26.44016539,0.974785822,-6.98718004,13.688142,-18.49408207,-15.60995014,10.91564297,-11.22444568,20.42703727
3310,-5.38279837,-15.87873221,-0.826870151,-25.43441402,-6.020497348,-2.981390001,-3.305739256,-19.48806093,-43.60250513,1.921942825,-2.219437567,8.433675325
3312,-9.378485586,-27.87401399,6.179728222,-1.428662654,-3.015780519,-7.975599962,-16.29962051,-13.48203979,-19.59506012,2.928242674,-4.214429452,8.440313384
3314,-10.3741728,-15.86929576,-3.813673406,-9.422911288,12.98893631,-23.96980992,-16.29350177,-29.47601866,-33.58761511,-17.06545748,-4.209421337,9.446951444
3316,-13.36986002,0.135422469,3.192924967,-15.41715992,-7.00634686,13.03598012,-33.28738303,-12.46999752,-26.5801701,-14.05915763,-10.20441322,-6.546410497
3318,-1.365547234,1.140140697,-15.80047666,-0.411408557,-9.00163003,-6.958229846,-6.281264282,-12.46397638,-17.57272509,5.947142223,-6.199405107,8.460227562
3320,8.63876555,0.144858925,-7.793878287,-5.405657191,-8.996913201,-11.95243981,-24.27514554,-11.45795525,-18.56528008,-2.046557927,-7.194396991,1.466865622
3322,14.64307833,-20.85042285,-12.78727991,-3.399905825,6.007803629,6.053350232,-4.269026795,-22.45193411,-9.557835072,2.959741923,-15.18938888,12.47350368
3324,14.64739112,-9.84570462,-0.780681542,-25.39415446,-4.987479542,4.059140271,-12.26290805,-18.44591297,-24.55039006,-0.033958227,-9.184380761,4.480141741
3326,5.651703901,-10.84098639,-17.77408317,-15.38840309,-17.98276271,17.06493031,-36.25678931,-10.43989183,-22.54294505,-18.02765838,-11.17937265,0.4867798
3328,-6.343983315,-24.83626817,-7.767484797,-3.382651728,2.021954117,-8.929279652,9.749329436,9.566129304,-2.535500044,-8.021358528,5.82563547,-15.50658214
3330,3.660329469,5.168450062,2.239113576,-17.37690036,0.026670946,4.076510387,14.75544818,-16.42784956,-33.52805504,-9.015058678,-12.16935642,-6.499944081
3332,9.664642253,-11.82683171,-21.75428805,-7.371148996,17.03138778,-2.917699574,5.761566923,-25.42182842,-3.520610026,-0.008758829,-17.1643483,-15.49330602
3334,-10.33104496,-26.82211348,-11.74768968,6.63460237,-10.96389539,-12.91190953,-17.23231433,-31.41580728,-6.513165017,0.997541021,6.840659815,-0.486667962
3336,-6.326732179,-17.81739526,-24.74109131,-1.359646265,-8.959178565,1.093880504,-12.22619559,-26.40978615,-19.50572001,27.00384087,-22.15433207,-3.480029903
3338,-16.32241939,-2.812677028,-10.73449293,-11.3538949,-1.954461736,4.099670543,-2.220076847,-0.40376501,-18.498275,4.01014072,-16.14932395,-13.47339184
3340,0.681893389,-1.8079588,-11.72789456,-3.348143533,2.050255094,-0.894539418,-17.2139581,-17.39774387,-10.49082999,4.01644057,-18.14431584,-6.466753784
3342,-5.313793827,4.196759427,-28.72129619,-4.342392167,-11.94502808,1.11125062,-6.20783936,-15.39172274,-25.48338498,-24.97725958,-32.13930772,-12.46011572
3344,-4.309481043,-5.798522345,-6.714697815,-15.3366408,-13.94031125,-4.882959341,-21.20172062,6.614298401,-7.475939971,12.02904027,3.865700391,-3.453477665
3346,-16.30516826,-25.79380412,-11.70809944,4.669110564,-2.935594418,-1.877169302,-7.195601873,-22.37968046,-24.46849496,-20.96465988,-4.129291493,4.553160394
3348,-13.30085548,-19.78908589,12.29849893,-1.32513807,2.069122411,-2.871379263,-9.18948313,-31.37365932,-17.46104995,7.041639969,-17.12428338,3.559798453
3350,3.703457309,-1.784367662,-11.6949027,1.680613296,24.07383924,-17.86558922,-1.183364386,-15.36763819,-25.45360494,2.047939819,4.880724737,5.566436513
3352,-13.29222991,-20.77964943,-16.68830432,-26.31363534,-5.92144393,-6.859799185,-11.17724564,-20.36161705,-25.44615993,-0.945760332,9.885732852,-8.426925428
3354,-12.28791712,-13.77493121,-12.68170595,-17.30788397,-1.9167271,1.145990854,-13.1711269,-11.35559591,-27.43871492,-4.939460482,-12.10925903,0.579712632
3356,-4.283604339,-15.77021298,-12.67510758,-18.30213261,-19.91201027,-0.848219108,-13.16500816,-16.34957478,-31.43126992,-7.933160632,8.895749083,-2.413649309
3358,-5.279291556,-8.765494752,1.331490795,-4.296381241,-3.907293441,-4.842429069,-4.158889412,-0.343553638,-24.42382491,1.073139217,-13.0992428,-1.40701125
3360,2.725021228,-24.76077652,-3.661910833,3.709370125,-1.902576612,0.16336097,-25.15277067,-17.3375325,-54.4163799,-9.920560933,4.905765313,10.59962681
3362,-7.270665988,-34.7560583,9.34468754,-1.28487851,13.10214022,-1.830848991,-5.146651925,-10.33151136,-9.408934887,-4.914261083,-1.089226572,-19.39373513
3364,-10.2663532,-36.75134007,-14.64871409,-19.27912714,-19.89314295,13.17494105,-23.14053318,-10.32549023,-16.40148988,1.092038767,-10.08421846,1.612902929
3366,-13.26204042,-15.74662184,-6.642115714,-1.273375778,-14.88842612,-2.819268913,-11.13441444,-3.31946909,-25.39404487,7.098338616,1.920789659,-2.380459012
3368,-14.25772764,-13.74190361,-23.63551734,-22.26762441,-0.883709294,-11.81347887,-21.12829569,-8.313447952,-2.38659986,4.104638466,-10.07420223,-20.37382095
3370,-5.253414852,-6.737185387,-28.62891897,-3.261873047,-7.878992465,13.19231116,-10.12217695,-26.30742682,-24.37915485,-4.889061684,-8.069194111,-3.367182893
3372,17.75089793,-10.73246716,-24.6223206,-17.25612168,-5.874275635,12.1981012,-15.11605821,-2.301405678,-32.37170984,1.117238165,-4.064185995,-3.360544834
3374,-2.244789284,-14.72774893,-17.61572222,-20.25037032,-6.869558806,-18.79610876,-15.10993946,-14.29538454,-15.36426483,0.123538015,-9.05917788,6.646093225
3376,-6.2404765,-36.7230307,-10.60912385,-15.24461895,-4.864841976,-18.79031872,-9.103820721,-22.2893634,-39.35681982,1.129837865,3.945830235,-15.34726872
3378,12.76383628,2.281687523,-18.60252548,-20.23886758,-0.860125147,-21.78452868,-14.09770198,-18.28334227,-14.34937481,-14.86386229,2.95083835,-14.34063066
3380,8.768149068,9.286405751,-33.59592711,-3.233116218,-22.85540832,-12.77873864,-27.09158323,-25.27732113,-30.3419298,24.14243756,-18.04415353,8.666007404
3382,8.772461852,-6.708876022,-2.589328733,3.772635148,-7.850691488,-0.772948602,-13.08546449,-8.271299992,-15.3344848,-6.851262586,3.960854581,-9.327354537
3384,12.77677464,7.295842206,-14.58273036,3.778386514,-19.84597466,-12.76715856,-8.079345747,-6.265278855,-28.32703979,9.155037264,-5.034137304,8.679283522
3386,0.78108742,-23.69943957,-7.576131987,-2.215862121,-13.84125783,-18.76136852,-16.073227,-1.259257718,-14.31959478,9.161337113,10.97087081,-8.314078418
3388,12.7854002,7.305278661,-23.56953361,11.78988925,6.163459001,0.244421514,-14.06710826,-25.25323658,-11.31214977,9.167636963,2.975878926,-6.307440359
3390,-9.210287013,2.309996888,-6.562935242,-2.204359389,5.16817583,-4.749788447,-14.06098952,-21.24721544,-17.30470476,-11.82606319,-3.019112958,-6.300802299
3392,-20.20597423,-4.685284884,-12.55633687,9.801391977,-4.827107341,-7.743998408,-19.05487077,-17.24119431,-8.297259749,2.180236662,6.985895157,-3.29416424
3394,-4.201661445,-2.680566657,-2.549738496,-15.19285666,9.177609489,14.26179163,-20.04875203,-20.23517317,-44.28981474,-8.813463488,0.990903272,-19.28752618
3396,-2.197348661,-17.67584843,-12.54314012,-10.18710529,-6.817673682,-9.73241833,3.957366714,-30.22915203,-17.28236973,-6.807163638,7.995911387,-0.280888121
3398,-14.19303588,-19.6711302,-33.53654175,-23.18135393,5.187043148,-22.72662829,-5.036514543,-16.22313089,-17.27492472,13.19913621,-15.9990805,-4.274250062
3400,-1.188723093,-23.66641197,-4.529943378,-8.17560256,-3.808240023,-9.720838253,-28.0303958,-21.21710976,-10.26747971,-15.79456394,20.00592762,-12.267612
3402,-0.184410309,-10.66169375,5.476654995,-1.169851194,-7.803523193,-31.71504821,-7.024277056,-7.21108862,-12.2600347,7.211735911,-25.98906427,0.739026057
3404,2.819902475,0.343024481,-20.51674663,-17.16409983,23.20119364,-1.709258175,-21.01815831,-24.20506748,-14.25258969,2.218035761,-1.984056152,-10.25433588
3406,-7.175784741,-19.65225729,-17.51014826,-8.158348463,8.205910466,12.29653186,-20.01203957,-27.19904635,-24.24514468,8.22433561,-7.979048036,0.752302176
3408,-0.171471957,-6.647539064,-1.503549887,-13.1525971,-0.789372705,-14.6976781,-31.00592083,-25.19302521,-11.23769967,-1.76936454,24.02596008,-20.24105976
3410,-8.167159173,-32.64282084,-8.496951514,-0.146845731,-4.784655875,-7.691888058,-25.99980208,-26.18700407,-16.23025467,-4.76306469,-9.969031806,-18.23442171
3412,-2.162846389,-5.638102609,-2.490353141,-4.141094366,9.220060954,7.31390198,-15.99368334,-36.18098293,-34.22280966,-26.75676484,5.035976309,-23.22778365
3414,-22.15853361,-17.63338438,-16.48375477,-16.135343,-9.775222217,2.319692019,-9.987564595,-10.1749618,-14.21536465,13.24953501,-8.959015576,-34.22114559
3416,-16.15422082,1.371333846,-14.4771564,-1.129591634,-0.770505387,-38.67451794,-13.98144585,-17.16894066,-18.20791964,1.255834859,-13.95400746,-2.214507527
3418,5.850091963,-22.62394793,-23.47055802,-2.123840268,6.234211442,-10.6687279,-14.97532711,-21.16291952,-25.20047463,13.26213471,-3.948999345,5.792130532
3420,-14.14559525,-12.6192297,-15.46395965,-12.1180889,-2.761071728,-16.66293786,-10.96920836,-16.15689839,-6.19302962,-2.731565442,6.05600877,3.798768592
3422,-3.14128247,-11.61451147,-3.457361278,-19.11233754,-11.7563549,-13.65714783,-16.96308962,-21.15087725,-20.18558461,3.274734408,4.061016885,-5.194593349
3424,-5.136969686,-0.609793243,0.549237095,-18.10658617,2.248361931,-1.651357787,-27.95697088,-26.14485611,-42.1781396,-3.718965742,-26.933975,-12.18795529
3426,-7.132656902,3.394924984,2.555835468,3.899165195,-5.74692124,-17.64556775,-24.95085213,-19.13883497,3.829305408,3.287334107,-26.92896688,-29.18131723
3428,9.871655882,-10.60035679,3.562433841,-10.09508344,5.25779559,-12.63977771,-29.94473339,-5.132813837,-15.16324958,-14.70636604,4.076041231,-2.174679171
3430,-18.12403133,-6.595638561,-0.430967787,-9.089332074,-27.73748758,-25.63398767,17.06138535,-4.126792699,-7.155804573,7.299933807,-2.918950654,-20.16804111
3432,-7.11971855,3.409079667,-22.42436941,-5.083580708,-31.73277075,0.371802369,-25.9324959,-18.12077156,-31.14835956,1.306233656,-17.91394254,-10.16140305
3434,14.88459423,-3.586202106,-8.417771041,9.922170658,-1.728053922,-6.622407592,-6.92637716,-27.11475042,-13.14091455,-5.687466494,-17.90893442,-21.15476499
3436,-8.111092982,-9.581483878,1.588827331,10.92792202,14.27666291,6.383382447,-15.92025842,-18.10872929,-31.13346955,-3.681166644,-3.903926308,3.851873067
3438,-1.106780198,-24.57676565,1.595425704,-7.066326611,2.281379737,-7.610827515,-30.91413967,-31.10270815,-7.126024536,-0.674866794,-10.89891819,-11.14148887
3440,-12.10246741,-14.57204742,-15.39797592,-6.060575245,9.286096566,0.394962524,-11.90802093,-8.096687013,-16.11857953,3.331433055,-3.893910078,-10.13485081
3442,4.90184537,-2.567329196,-37.39137755,-32.05482388,-11.7091866,16.40075256,-27.90190219,-37.09066588,-32.11113452,-9.662267095,6.111098038,-4.128212755
3444,-3.093841846,-19.56261097,-10.38477918,-11.04907251,2.295530225,-3.593457398,-14.89578344,-14.08464474,-33.10368951,2.344032755,-5.883893847,-10.1215747
3446,-22.08952906,-13.55789274,-9.378180805,-0.043321147,-8.699752945,-17.58766736,-13.8896647,0.921376398,-27.0962445,26.3503326,-6.878885732,-5.114936636
3448,-7.085216278,-9.553174513,1.628417568,-33.03756978,6.304963884,-9.58187732,-16.88354596,-34.07260246,-16.08879949,8.356632454,-15.87387762,-6.108298577
3450,-8.080903494,-9.548456285,5.635015941,-32.03181842,-8.690319286,-15.57608728,-1.877427212,-17.06658133,-14.08135448,-9.637067696,8.131130499,-6.101660518
3452,-15.07659071,-5.543738058,-31.35838569,2.97393295,-2.685602457,-11.57029724,-10.87130847,-17.06056019,-26.07390947,0.369232153,-4.863861386,-18.09502246
3454,2.927722073,-16.53901983,-18.35178731,-15.02031568,-5.680885627,0.435492796,5.134810274,-33.05453905,-18.06646446,13.375532,2.141146729,-13.0883844
3456,-27.06796514,-5.534301603,-6.345188941,-13.01456432,11.3238312,-7.558717165,-18.85907098,-13.04851792,-16.05901945,14.38183185,-15.85384516,-14.08174634
3458,-16.06365236,-23.52958338,-12.33859057,3.991187047,-0.671451969,8.447072874,10.14704776,-5.042496779,-8.051574444,-6.611868297,5.151162959,-5.07510828
3460,-8.059339575,-20.52486515,-7.331992196,-14.00306159,9.333264861,-0.547137087,-3.846833495,-21.03647564,-35.04412943,-11.60556845,-14.84382893,-14.06847022
3462,-17.05502679,-1.52014692,-4.325393823,5.002689779,-3.66201831,-12.54134705,-26.84071475,-1.030454504,-26.03668443,-5.599268598,-10.83882081,10.93816784
3464,10.94928599,-23.51542869,-2.31879545,-26.99155886,16.34269852,-5.535557009,0.165403992,-21.02443337,-28.02923942,3.407031252,-11.83381269,-7.055194102
3466,-1.046401223,-6.510710465,-35.31219708,4.01419251,-16.65258465,-8.529766971,-20.82847726,-17.01841223,-35.02179441,0.413331101,-11.82880458,-10.04855604
3468,-12.04208844,-27.50599224,-26.3055987,-13.98005612,-1.647867821,5.476023068,-20.82235852,-17.01239109,-2.014349398,-2.580369049,-8.823796464,-16.04191798
3470,10.96222434,-5.50127401,-16.29900033,-7.974304758,0.356849008,-20.51818689,-2.816239778,-21.00636996,-32.00690439,-16.5740692,-21.81878835,-3.035279924
3472,1.966537129,-25.49655578,-4.292401959,-7.968553392,10.36156584,-1.512396854,-28.81012103,-10.00034882,-22.99945938,8.43223065,7.186219766,-21.02864186
3474,-1.029150087,-23.49183756,-15.28580359,-13.96280203,8.366282667,-8.506606815,-0.804002291,-18.99432768,-0.99201437,-16.5614695,8.191227881,-16.0220038
3476,5.975162697,-3.487119327,-12.27920521,-3.957050661,0.370999497,6.499183224,-20.79788355,-17.98830654,-30.98456936,4.44483035,-4.803764003,-9.015365745
3478,13.97947548,1.5175989,-24.27260684,-0.951299295,-0.624283674,-10.49502674,-30.7917648,-41.98228541,-27.97712435,-10.5488698,11.20124411,-7.008727686
3480,-9.016211735,-0.477682872,-5.266008468,-13.94554793,10.38043316,-11.4892367,-9.78564606,-31.97626427,-26.96967934,11.45743005,-22.79374777,-0.002089627
3482,-10.01189895,-8.472964645,-19.2594101,-7.939796564,7.385149985,-20.48344666,-14.77952732,-25.97024313,-26.96223433,-22.5362701,-10.78873966,2.004548433
3484,3.992413833,-16.46824642,-4.252811723,-6.934045198,4.389866814,-10.47765662,-7.773408573,-8.964221995,-18.95478932,-5.529970251,-6.783731543,-8.988813508
3486,-8.003273384,-10.46352819,-9.24621335,-12.92829383,-26.60541636,-10.47186658,-4.76728983,-17.95820086,-10.94734431,21.4763296,5.221276573,-23.98217545
3488,2.0010394,-14.45880996,-13.23961498,-17.92254247,-13.60069953,-2.466076543,-17.76117109,-12.95217972,-29.93989931,8.482629448,-7.773715312,-10.97553739
3490,-12.99464782,-6.454091735,2.766983395,-7.916791101,6.404017303,-3.460286504,-14.75505234,-13.94615858,-16.9324543,-6.511070702,-9.768707197,-16.96889933
3492,0.009664968,-5.449373507,-13.22641823,-6.911039735,-9.591265868,-13.45449647,-23.7489336,-20.94013745,-21.92500929,17.49522915,-19.76369908,-16.96226127
3494,1.013977752,27.55534472,-14.21981986,3.094711631,4.413450962,-27.44870643,-10.74281486,-13.93411631,-21.91756428,-5.498471003,-10.75869097,-10.95562321
3496,-13.98170946,-8.439937052,-32.21322149,-0.899537003,-1.581832209,-10.44291639,-20.73669611,-15.92809517,-29.91011927,17.50782885,-26.75368285,-18.94898515
3498,1.02260332,-9.435218825,-6.206623114,-13.89378564,2.422884621,7.562873651,-28.73057737,-9.922074035,-9.902674259,-17.4858713,0.251325264,1.057652908
3500,-6.973083896,-27.4305006,-18.20002474,-6.888034272,12.42760145,-5.43133631,-14.72445863,-27.9160529,-6.89522925,12.52042855,-21.74366662,8.064290967
3502,10.03122889,-26.42578237,10.80657363,-8.882282906,5.432318279,-10.42554627,3.281660118,-24.91003176,-18.88778424,-3.473271604,-14.73865851,-26.92907097
3504,-21.96445833,-19.42106414,-21.186828,-13.87653154,-2.562964891,-25.41975623,-7.712221139,-35.90401062,-30.88033923,2.533028246,0.26634961,-24.92243291
3506,-11.96014554,-14.41634591,-12.18022962,-18.87078017,-3.558248062,-22.41396619,-12.7061024,-36.89798949,-16.87289422,6.539328095,4.271357725,-22.91579485
3508,-16.95583276,-27.41162769,-8.17363125,-22.86502881,-1.553531232,-18.40817615,-22.69998365,-40.89196835,-9.865449213,-5.454372055,-29.72363416,-6.909156795
3510,-23.95151998,-13.40690946,-6.167032877,-20.85927744,0.451185597,-3.402386116,-11.69386491,-26.88594721,-19.8580042,5.551927795,4.281373955,-33.90251874
3512,-13.94720719,-9.402191232,-8.160434504,-9.853526077,-5.544097573,-6.396596077,-36.68774616,-11.87992607,-22.85055919,-4.441772355,-11.71361793,-23.89588068
3514,-29.94289441,-38.397473,-13.15383613,-21.84777471,0.460619256,-8.390806038,-14.68162742,-17.87390494,-34.84311419,-2.435472506,-9.708609814,-27.88924262
3516,-6.938581624,-19.39275478,-3.147237759,-21.84202335,-15.53466391,4.614984001,1.324491322,-46.8678838,-27.83566918,-11.42917266,-18.7036017,-40.88260456
3518,-20.93426884,-17.38803655,-0.140639386,-15.83627198,-3.529947085,-13.37922596,-28.66938993,-22.86186266,-13.82822417,0.577127194,-8.698593584,-35.8759665
3520,6.070043943,-4.383318322,-13.13404101,-0.830520614,-1.525230255,-8.373435921,-28.66327119,-30.85584153,-24.82077916,-3.416572957,-3.693585468,-1.869328439
3522,-6.925643273,-20.37860009,-10.12744264,-10.82476925,6.479486574,-15.36764588,-19.65715245,-28.84982039,-5.813334148,-24.41027311,-21.68857735,-13.86269038
3524,-9.921330489,-23.37388187,-12.12084427,-21.81901788,-11.5157966,-6.361855844,-8.651033704,-36.84379925,-11.80588914,-17.40397326,3.316430762,-15.85605232
3526,3.082982295,-6.369163639,-31.1142459,-19.81326652,-3.511079767,-11.3560658,-8.64491496,-15.83777811,5.20155587,1.602326592,-18.67856112,3.150585739
3528,-1.912704921,-9.364445412,-5.107647522,0.192484849,-0.506362938,11.64972423,-23.63879622,-23.83175698,-24.79099912,5.608626442,-6.673553007,-21.8427762
3530,6.091607863,-15.35972718,-27.10104915,-24.80176379,14.49835389,10.65551427,-17.63267747,-12.82573584,-29.78355411,2.614926292,-28.66854489,-4.836138142
3532,-4.904079353,-11.35500896,-26.09445078,11.20398758,-13.49692928,-14.33869569,-17.62655873,-9.819714702,-18.7761091,-12.37877386,-20.66353678,14.17049992
3534,-8.899766569,-2.350290729,-20.0878524,-36.79026105,-8.492212449,-5.33290565,-21.62043999,-13.81369357,-13.76866409,2.627525991,-4.658528662,-2.822862023
3536,-11.89545379,-17.3455725,-11.08125403,1.215490312,8.51250438,11.67288439,-5.614321243,-31.80767243,-32.76121908,-3.366174159,-10.65352055,3.183776036
3538,-12.891141,-3.340854274,-5.074655659,-10.77875832,1.51722121,-11.32132557,-22.6082025,-17.80165129,-27.75377407,-22.35987431,-5.648512431,1.190414096
3540,-3.886828217,-17.33613605,-9.068057286,-10.77300696,2.521938039,-7.315535533,-27.60208376,-9.795630154,-31.74632907,-13.35357446,-18.64350432,-10.80294784
3542,0.117484567,-2.331417819,-16.06145891,-16.76725559,1.526654869,0.690254506,-13.59596501,-29.78960902,-31.73888406,-1.34727461,-20.6384962,-17.79630979
3544,-12.87820265,-40.32669959,-36.05486054,-12.76150422,-4.468628302,-19.30395546,-31.58984627,-22.78358788,-20.73143905,0.65902524,-13.63348809,-21.78967173
3546,-13.87388987,-8.321981364,-15.04826217,4.244247141,-11.46391147,-13.29816542,-18.58372753,-15.77756674,-21.72399404,0.665325089,-14.62847997,-5.783033667
3548,-2.869577081,-3.317263136,-26.0416638,-19.75000149,-16.45919464,12.70762462,-12.57760878,-16.7715456,-13.71654903,-5.328375061,-5.623471855,-13.77639561
3550,-2.865264298,3.687455091,-27.03506542,-1.744250128,17.54552219,-15.28658534,0.428509961,-23.76552447,-17.70910402,14.67792479,3.38153626,-10.76975755
3552,12.13904849,2.692173319,-4.02846705,-8.738498762,1.550239016,4.7192047,-28.5653713,-24.75950333,-27.70165901,-0.315775361,-2.613455625,-39.76311949
3554,-9.85663873,-8.303108454,-3.021868677,1.267252604,-0.445044155,-2.275005261,-5.559252552,-22.75348219,-18.694214,6.690524488,1.39155249,-7.756481429
3556,11.14767405,-2.298390226,-20.0152703,-3.72699603,7.559672675,-10.26921522,-15.55313381,-18.74746106,-22.68676899,-11.30317566,10.39656061,-16.74984337
3558,1.151986838,-10.293672,-16.00867193,-9.721244664,15.5643895,1.736574817,-23.54701506,-27.74143992,-18.67932398,4.703124188,-2.598431279,11.25679469
3560,-6.843700378,-8.288953771,-8.002073559,12.2845067,0.569106334,-20.25763514,-28.54089632,-20.73541878,-25.67187897,-15.29057596,-12.59342316,-14.73656725
3562,-17.83938759,-16.28423554,-19.99547519,-4.709741933,9.573823163,5.748154894,-9.534777578,-8.729397645,-16.66443396,-21.28427611,-12.58841505,1.270070809
3564,-13.83507481,4.720482684,-28.98887681,-3.703990567,-15.42146001,-21.24605507,-16.52865883,-20.72337651,-23.65698895,-7.277976263,-12.58340693,-16.72329113
3566,-26.83076203,1.725200912,-6.98227844,-10.6982392,14.58325682,-2.240265028,-24.52254009,-12.71735537,-10.64954395,-7.271676414,-29.57839882,1.283346927
3568,1.173550758,-12.27008086,-9.975680068,-5.692487836,15.58797365,-1.234474989,-3.516421348,-14.71133423,11.35790106,-20.26537656,-9.573390703,-17.71001501
3570,-2.822136458,-15.26536263,-15.96908169,-23.68673647,-9.407309519,-19.22868495,-10.5103026,-2.705313096,-0.634653927,-20.25907671,-14.56838259,-25.70337695
3572,-23.81782367,-11.26064441,8.037516678,-20.6809851,5.59740731,-8.222894911,-13.50418386,-22.69929196,-17.62720892,22.74722314,-12.56337447,-24.69673889
3574,-7.81351089,-15.25592618,-16.95588495,3.324766262,-3.39787586,-19.21710487,-1.498065117,-26.69327082,-26.61976391,-3.246477015,-9.558366357,-30.69010084
3576,-13.80919811,-39.25120795,-26.94928658,-16.66948237,1.606840969,-14.21131483,-5.491946374,-14.68724968,-14.6123189,10.75982283,7.446641758,-25.68346278
3578,1.195114678,-6.246489723,-13.9426882,2.336268993,-22.3884422,-17.20552479,-18.48582763,-22.68122855,-25.60487389,-7.233877315,-21.54835013,-11.67682472
3580,-4.800572538,-15.2417715,-3.936089831,-8.657979641,0.616274628,-11.19973476,-25.47970889,-42.67520741,-22.59742888,3.772422534,-20.54334201,-35.67018666
3582,-20.79625975,-20.23705327,-8.929491458,-16.65222828,-5.379008542,-7.193944717,-21.47359014,-10.66918627,-27.58998387,9.778722384,3.461666104,-34.6635486
3584,-2.791946971,-2.23233504,-21.92289309,-6.646476909,-21.37429171,-23.18815468,-26.4674714,-12.66316514,-14.58253886,9.785022234,-5.533325781,-38.65691054
