DataTable:,Function DataTable for [Raw Ci on CYm API F(t)]
Date:, July 5 2021 12:43:43
Description:,Table of function data for [Raw Ci on CYm API F(t)]


Legend:

integer,id,ID of each record
double,T (index),Time (index),,true,false
double,T (msec),Time (msec),,true,false
double,Cell ID:1,Raw Ci on CYm API F(t) for Cell ID:1,,true,false
double,Cell ID:3,Raw Ci on CYm API F(t) for Cell ID:3,,true,false
double,Cell ID:9,Raw Ci on CYm API F(t) for Cell ID:9,,true,false
double,Cell ID:12,Raw Ci on CYm API F(t) for Cell ID:12,,true,false
double,Cell ID:17,Raw Ci on CYm API F(t) for Cell ID:17,,true,false
double,Cell ID:22,Raw Ci on CYm API F(t) for Cell ID:22,,true,false
double,Cell ID:23,Raw Ci on CYm API F(t) for Cell ID:23,,true,false
double,Cell ID:25,Raw Ci on CYm API F(t) for Cell ID:25,,true,false
double,Cell ID:26,Raw Ci on CYm API F(t) for Cell ID:26,,true,false
double,Cell ID:27,Raw Ci on CYm API F(t) for Cell ID:27,,true,false
double,Cell ID:28,Raw Ci on CYm API F(t) for Cell ID:28,,true,false
double,Cell ID:30,Raw Ci on CYm API F(t) for Cell ID:30,,true,false
double,Cell ID:31,Raw Ci on CYm API F(t) for Cell ID:31,,true,false
double,Cell ID:32,Raw Ci on CYm API F(t) for Cell ID:32,,true,false
double,Cell ID:34,Raw Ci on CYm API F(t) for Cell ID:34,,true,false
double,Cell ID:35,Raw Ci on CYm API F(t) for Cell ID:35,,true,false
double,Cell ID:36,Raw Ci on CYm API F(t) for Cell ID:36,,true,false
double,Cell ID:40,Raw Ci on CYm API F(t) for Cell ID:40,,true,false
double,Cell ID:42,Raw Ci on CYm API F(t) for Cell ID:42,,true,false
double,Cell ID:43,Raw Ci on CYm API F(t) for Cell ID:43,,true,false
double,Cell ID:44,Raw Ci on CYm API F(t) for Cell ID:44,,true,false
double,Cell ID:45,Raw Ci on CYm API F(t) for Cell ID:45,,true,false
double,Cell ID:48,Raw Ci on CYm API F(t) for Cell ID:48,,true,false
double,Cell ID:54,Raw Ci on CYm API F(t) for Cell ID:54,,true,false
double,Cell ID:59,Raw Ci on CYm API F(t) for Cell ID:59,,true,false
double,Cell ID:60,Raw Ci on CYm API F(t) for Cell ID:60,,true,false
double,Cell ID:61,Raw Ci on CYm API F(t) for Cell ID:61,,true,false
double,Cell ID:62,Raw Ci on CYm API F(t) for Cell ID:62,,true,false
double,Cell ID:69,Raw Ci on CYm API F(t) for Cell ID:69,,true,false
double,Cell ID:82,Raw Ci on CYm API F(t) for Cell ID:82,,true,false
double,Cell ID:95,Raw Ci on CYm API F(t) for Cell ID:95,,true,false
double,Cell ID:96,Raw Ci on CYm API F(t) for Cell ID:96,,true,false
double,Cell ID:100,Raw Ci on CYm API F(t) for Cell ID:100,,true,false
double,Cell ID:112,Raw Ci on CYm API F(t) for Cell ID:112,,true,false
double,Cell ID:119,Raw Ci on CYm API F(t) for Cell ID:119,,true,false
double,Cell ID:121,Raw Ci on CYm API F(t) for Cell ID:121,,true,false
double,Cell ID:140,Raw Ci on CYm API F(t) for Cell ID:140,,true,false
double,Cell ID:147,Raw Ci on CYm API F(t) for Cell ID:147,,true,false
double,Cell ID:148,Raw Ci on CYm API F(t) for Cell ID:148,,true,false


id,T (index),T (msec),Cell ID:1,Cell ID:3,Cell ID:9,Cell ID:12,Cell ID:17,Cell ID:22,Cell ID:23,Cell ID:25,Cell ID:26,Cell ID:27,Cell ID:28,Cell ID:30,Cell ID:31,Cell ID:32,Cell ID:34,Cell ID:35,Cell ID:36,Cell ID:40,Cell ID:42,Cell ID:43,Cell ID:44,Cell ID:45,Cell ID:48,Cell ID:54,Cell ID:59,Cell ID:60,Cell ID:61,Cell ID:62,Cell ID:69,Cell ID:82,Cell ID:95,Cell ID:96,Cell ID:100,Cell ID:112,Cell ID:119,Cell ID:121,Cell ID:140,Cell ID:147,Cell ID:148
1,0.0,0.0,213.8765060240964,219.3125,245.3850295608108,203.83391812865497,244.4465061192262,211.17557251908397,213.05986394557823,206.2863358419567,211.82152406417111,198.62152676221118,225.28208539978226,209.958458158578,207.6852418860992,206.70474137931035,211.7759787657598,241.9136929460581,213.8562831858407,227.1448467966574,226.6101216066822,213.7919560185185,210.00336096795877,207.65004793863855,222.8544992743106,235.48787549764748,199.23831070889895,221.0506329113924,193.6904109589041,207.47387906211435,208.6795154185022,197.9484250605746,180.59859345415202,198.2918,195.37123745819397,198.54628935532233,219.1336379211879,192.56227687425624,245.25986394557822,209.63116100766703,204.69921875
2,1.0,10.101,214.5210843373494,218.3125,245.30964949324326,204.40526315789472,244.34912488485327,211.07541984732825,212.5142857142857,206.6038334901223,211.5264037433155,198.481134834747,225.16632393855087,209.99760335530257,207.22657685241887,206.7543103448276,212.1159920371599,241.27136929460582,214.66654867256636,227.38941504178274,227.27748433853336,214.47077546296296,210.21913511091194,206.9204218600192,225.13679245283018,236.40173724212812,198.9449472096531,221.5078634445723,194.58739726027397,207.51912793089264,208.8909691629956,198.75839390792663,180.65377332972682,198.0612,195.57811753463926,197.79047976011995,218.95031410622502,192.71241570805236,245.7616326530612,210.75246440306682,204.909765625
3,2.0,20.202,213.07078313253012,219.9609375,245.52713260135135,204.19122807017544,244.45690222397684,210.7309923664122,212.85986394557824,206.32878645343368,211.38870320855614,199.21409768938287,224.998185557034,210.02017175953665,208.24494794856093,206.91594827586206,212.32594558725947,239.33278008298754,213.94230088495576,227.50473537604458,226.89190517135486,214.5966435185185,209.99327806408246,206.9872163630553,225.33018867924528,235.48389431777053,198.97699849170436,221.90755657844267,194.75616438356164,207.58905800082272,208.7736784140969,197.82381446867427,180.89937787395186,198.1152,194.65074056378404,198.1002623688156,218.63706453455168,192.98195160650536,245.7570068027211,212.05969331872947,204.623046875
4,3.0,30.303000000000004,213.55421686746988,216.9296875,245.60272381756758,205.05730994152046,244.71996315304645,211.17251908396946,211.42585034013607,206.27845719661335,211.51303475935828,198.91284001169933,225.25958630700376,210.1517874975035,207.7121861604409,206.51293103448276,212.7759787657598,238.96763485477177,213.70548672566372,228.31810584958217,227.5695860459403,214.3431712962963,209.62177907237285,206.6494087567913,225.6574746008708,234.55012667390517,198.98076923076923,221.3958573072497,194.72712328767122,207.28177704648292,208.8361784140969,198.44929041190724,180.85961590478766,198.1142,195.00716674629717,198.33770614692654,219.45745288406624,192.60095200317335,245.45061224489797,213.82995618838993,204.448046875
5,4.0,40.404,212.53162650602408,218.7421875,245.22550675675674,204.57368421052632,244.64995394130807,210.49893129770993,210.16190476190476,206.30456255879585,210.61029411764707,198.71863117870723,225.89294786500545,210.4707409626523,207.80894060012247,209.26293103448276,213.02760451227604,238.7551867219917,214.07610619469025,228.13983286908078,227.37206731359782,215.33796296296296,210.01658077526326,206.32534356024289,225.90384615384616,234.29279768367715,198.7447209653092,220.8151131568853,195.39397260273972,207.2607980255039,208.79102422907488,198.02734510211147,181.13794968893697,197.816,195.54658385093168,198.26499250374812,219.6781838949172,192.56941689805632,245.28108843537416,215.4249726177437,204.664453125
6,5.0,50.505,214.99096385542168,216.6015625,245.36877111486487,204.60877192982457,245.2370048690617,209.65648854961833,212.2721088435374,206.36817968015052,210.76671122994654,199.25533781807547,225.26091689851216,210.50009986019572,208.11022657685243,208.98275862068965,213.22866622428666,237.8746887966805,213.5646017699115,228.80612813370473,227.81071121483848,215.09751157407408,209.78220927627157,205.93064876957496,224.4633526850508,234.4990951863916,199.0056561085973,220.75143843498273,194.94575342465754,206.8885232414644,209.00385462555067,197.6424368293527,180.82228834189883,197.9128,195.0826564739608,198.15685907046478,220.115648201028,192.38159460531534,244.96027210884353,218.85432639649508,204.537890625
7,6.0,60.60600000000001,213.6039156626506,221.765625,245.5868876689189,204.45906432748538,245.40189498618238,209.8854961832061,211.91972789115647,206.39322671683914,210.21089572192514,199.18367943843228,225.79847586790856,211.19512682244857,207.8481322718922,208.24353448275863,213.80159256801593,238.91867219917012,213.1224778761062,228.91364902506965,227.8136592556197,215.11053240740742,209.9896930315931,205.68232662192395,224.5856313497823,234.1628664495114,199.21794871794873,220.74491752972764,195.5545205479452,206.7474290415467,210.00963656387665,197.63136033229492,180.55829050581553,198.0642,195.31342570473007,198.40854572713644,220.14020559680182,193.07576358587863,245.3004081632653,222.9156626506024,204.16640625
8,7.0,70.70700000000001,213.3539156626506,218.03125,245.85008445945945,204.47076023391813,244.99815765232267,209.7441221374046,210.8231292517007,206.57784571966133,209.78241978609626,199.17227259432582,225.44986089270594,210.8478130617136,208.27924066135947,207.54094827586206,213.83729263437291,237.1045643153527,212.71362831858406,229.2133704735376,227.8941162019408,215.7236689814815,209.95653148106655,205.6922339405561,224.9589985486212,233.3293521534564,198.54788838612367,219.94284618335251,196.68931506849316,206.36199095022624,209.62307268722466,197.9920387677397,180.4901271301055,197.913,194.50883898709986,198.44640179910044,220.53826384922903,192.76894089646964,245.84027210884355,225.74945235487405,205.190234375
9,8.0,80.808,214.14307228915663,219.109375,245.7825168918919,204.6964912280702,244.73891301487038,209.6848854961832,210.36190476190475,206.15051740357478,208.86597593582889,198.97718631178708,224.8428692391436,211.2728180547234,208.55909369259032,208.89008620689654,213.9311214333112,236.41244813278007,212.63150442477877,230.4350974930362,228.30598206608525,216.0101273148148,210.24467846739861,205.68232662192395,224.80914368650218,233.4545783568585,199.04034690799398,219.64403528960491,196.6186301369863,206.40436034553682,210.22769823788545,198.43717549325027,180.69651068433865,198.1004,194.50310559006212,198.39224137931035,220.92461450599657,192.57893692978976,245.7983673469388,227.60542168674698,205.869921875
10,9.0,90.909,213.01656626506025,217.1015625,245.55627111486487,204.4748538011696,244.85919199894724,209.00702290076336,210.1482993197279,206.49470837253057,208.88770053475935,198.72243346007605,225.62719245191727,211.69842220890752,208.316595223515,210.35560344827587,214.4376907763769,236.45145228215767,212.33238938053097,230.74930362116993,228.13880358678296,216.06828703703704,210.13488684741205,204.81751358261425,224.8733671988389,232.92399565689468,198.74132730015083,219.57690832374377,197.44602739726028,206.62813656931303,211.1627202643172,197.86154378677742,180.79578036245604,197.8228,194.9235547061634,198.3019115442279,220.36950314106224,192.36374454581517,245.99510204081633,228.7855969331873,206.089453125
