DataTable:,Function DataTable for [Raw Ci on CYm API F(t)],,,,,,
Date:, November 21 2024 13:23:20,,,,,,
Description:,Table of function data for [Raw Ci on CYm API F(t)],,,,,,
,,,,,,,
,,,,,,,
Legend:, Type, Name, Description, Units, Is Default Visible, Is Id Column, Is Editable
,,,,,,,
integer,id,ID of each record,,,,,
double,Cell ID: 106 (X): T (msec),(X): Cell ID: 106 Time (msec),,TRUE,FALSE,FALSE,
double,Cell ID: 106 (Y),Raw Ci on CYm API F(t) for Cell ID: 106 (Y),,TRUE,FALSE,FALSE,
double,Cell ID: 115 (X): T (msec),(X): Cell ID: 115 Time (msec),,TRUE,FALSE,FALSE,
double,Cell ID: 115 (Y),Raw Ci on CYm API F(t) for Cell ID: 115 (Y),,TRUE,FALSE,FALSE,
double,Cell ID: 117 (X): T (msec),(X): Cell ID: 117 Time (msec),,TRUE,FALSE,FALSE,
double,Cell ID: 117 (Y),Raw Ci on CYm API F(t) for Cell ID: 117 (Y),,TRUE,FALSE,FALSE,
,,,,,,,
,,,,,,,
id,Cell ID: 106 (X): T (msec),Cell ID: 106 (Y),Cell ID: 115 (X): T (msec),Cell ID: 115 (Y),Cell ID: 117 (X): T (msec),Cell ID: 117 (Y),
299,2982.98,132.6259766,2982.98,127.1895457,2982.98,128.7894737,
300,2992.99,132.6085938,2992.99,126.9702003,2992.99,128.6477733,
301,3003,132.2939453,3003,127.0747435,3003,128.3643725,
302,3013.01,132.5107422,3013.01,127.1301905,3013.01,128.7692308,
303,3023.02,132.3542969,3023.02,127.3331705,3023.02,128.3481781,
304,3033.03,132.2119141,3033.03,126.8102101,3033.03,129.4939271,
305,3043.04,132.2763672,3043.04,127.1272594,3043.04,128.51417,
306,3053.05,132.3181641,3053.05,126.7254519,3053.05,128.2712551,
307,3063.06,132.1527344,3063.06,126.7510992,3063.06,128.6356275,
308,3073.07,132.1878906,3073.07,127.1279922,3073.07,128.7489879,
309,3083.08,132.0294922,3083.08,127.1836834,3083.08,129.2550607,
310,3093.09,131.8730469,3093.09,127.01319,3093.09,130.1052632,
311,3103.1,132.2166016,3103.1,126.9704446,3103.1,129.0364372,
312,3113.11,131.9966797,3113.11,127.1250611,3113.11,128.0202429,
313,3123.12,132.5738281,3123.12,127.0813385,3123.12,129.6761134,
314,3133.13,132.7423828,3133.13,127.172936,3133.13,128.7773279,
315,3143.14,132.9023438,3143.14,126.85149,3143.14,128.3279352,
316,3153.15,132.7402344,3153.15,127.0307767,3153.15,128.2955466,
317,3163.16,132.2421875,3163.16,127.0425012,3163.16,128.7692308,
318,3173.17,132.6490234,3173.17,126.8895945,3173.17,128.5020243,
319,3183.18,132.3080078,3183.18,127.0879336,3183.18,127.9271255,
320,3193.19,132.0820313,3193.19,126.8549096,3193.19,127.8663968,
321,3203.2,132.5070313,3203.2,127.0781632,3203.2,128.8340081,
322,3213.21,132.3072266,3213.21,126.8690767,3213.21,129.7287449,
323,3223.22,132.1355469,3223.22,126.7564729,3223.22,127.4089069,
324,3233.23,131.9626953,3233.23,126.8690767,3233.23,128.51417,
325,3243.24,131.9277344,3243.24,126.7169028,3243.24,128.562753,
326,3253.25,131.8886719,3253.25,126.8373229,3253.25,128.4210526,
327,3263.26,131.8265625,3263.26,126.9154861,3263.26,127.5465587,
328,3273.27,131.7509766,3273.27,126.7200782,3273.27,129.0445344,
329,3283.28,131.9673828,3283.28,126.6333659,3283.28,128.465587,
330,3293.29,131.9820313,3293.29,126.6687836,3293.29,128.7489879,
331,3303.3,131.5523438,3303.3,126.5825598,3303.3,128.2591093,
332,3313.31,132.0050781,3313.31,126.1636541,3313.31,128.7165992,
333,3323.32,131.4583984,3323.32,126.3307279,3323.32,127.8825911,
334,3333.33,131.7652344,3333.33,126.7911578,3333.33,128.3765182,
335,3343.34,131.9566406,3343.34,126.4047386,3343.34,127.562753,
336,3353.35,132.0613281,3353.35,126.3585735,3353.35,128.9392713,
337,3363.36,131.6664063,3363.36,126.6914998,3363.36,129.2753036,
338,3373.37,131.7580078,3373.37,126.8859306,3373.37,128.1497976,
339,3383.38,131.8427734,3383.38,126.8842208,3383.38,128.8299595,
340,3393.39,131.7839844,3393.39,126.7215437,3393.39,129.1781377,
341,3403.4,131.9515625,3403.4,126.9987787,3403.4,127.8785425,
342,3413.41,132.2322266,3413.41,127.0691255,3413.41,128.0283401,
343,3423.42,132.4960938,3423.42,127.1172447,3423.42,128.48583,
344,3433.43,132.5964844,3433.43,126.9645823,3433.43,128.51417,
345,3443.44,132.634375,3443.44,127.1433806,3443.44,127.9433198,
346,3453.45,132.8878906,3453.45,127.3111871,3453.45,129.2186235,
347,3463.46,132.5292969,3463.46,127.1226185,3463.46,128.7489879,
348,3473.47,132.4064453,3473.47,127.2322912,3473.47,128.5748988,
349,3483.48,132.3058594,3483.48,127.4127992,3483.48,129.7408907,
350,3493.49,132.2458984,3493.49,127.3170493,3493.49,127.2510121,
351,3503.5,132.4537109,3503.5,127.092086,3503.5,128.5506073,
352,3513.51,132.3125,3513.51,127.0202736,3513.51,127.9068826,
353,3523.52,132.5642578,3523.52,126.6460674,3523.52,129.1781377,
354,3533.53,132.3552734,3533.53,126.58085,3533.53,128.4453441,
355,3543.54,132.3568359,3543.54,126.7872496,3543.54,128.6923077,
356,3553.55,132.4167969,3553.55,127.0530044,3553.55,128.6315789,
357,3563.56,132.5201172,3563.56,126.9985344,3563.56,128.1093117,
358,3573.57,131.9800781,3573.57,127.2686859,3573.57,128.1983806,
359,3583.58,132.1771484,3583.58,127.4775281,3583.58,128.6396761,
360,3593.59,132.0701172,3593.59,127.4127992,3593.59,128.4939271,
361,3603.6,132.3896484,3603.6,127.5097704,3603.6,127.9352227,
362,3613.61,132.2701172,3613.61,127.1116268,3613.61,127.7368421,
363,3623.62,132.0541016,3623.62,127.1436248,3623.62,127.9716599,
364,3633.63,132.1896484,3633.63,127.2090865,3633.63,128.8987854,
365,3643.64,132.1113281,3643.64,127.3527113,3643.64,128.0040486,
366,3653.65,132.0798828,3653.65,127.358085,3653.65,128.6437247,
367,3663.66,132.2822266,3663.66,127.3072789,3663.66,129.3036437,
368,3673.67,131.9775391,3673.67,126.8275525,3673.67,128.4129555,
369,3683.68,132.0740234,3683.68,126.9863214,3683.68,129.3198381,
370,3693.69,132.490625,3693.69,126.9533464,3693.69,128.7206478,
371,3703.7,132.4097656,3703.7,126.8436737,3703.7,128.6801619,
372,3713.71,132.3953125,3713.71,127.2059111,3713.71,128.3117409,
373,3723.72,132.3810547,3723.72,127.2718613,3723.72,129.5101215,
374,3733.73,132.3919922,3733.73,127.3258427,3733.73,128.0809717,
375,3743.74,132.2494141,3743.74,127.178554,3743.74,128.2348178,
376,3753.75,132.0261719,3753.75,127.5073278,3753.75,128.6275304,
377,3763.76,131.9990234,3763.76,127.2645335,3763.76,128.0364372,
378,3773.77,132.1644531,3773.77,127.6060088,3773.77,128.7530364,
379,3783.78,132.0638672,3783.78,127.9767953,3783.78,128.194332,
380,3793.79,132.5638672,3793.79,128.1414265,3793.79,128.194332,
381,3803.8,132.4435547,3803.8,127.950171,3803.8,128.6032389,
382,3813.81,132.3220703,3813.81,127.9506595,3813.81,129.3603239,
383,3823.82,132.3185547,3823.82,127.5534929,3823.82,128.805668,
384,3833.83,132.0837891,3833.83,127.758427,3833.83,128.1376518,
385,3843.84,132.0759766,3843.84,127.5693698,3843.84,127.5546559,
386,3853.85,132.0677734,3853.85,127.8717636,3853.85,128.8380567,
387,3863.86,132.2119141,3863.86,127.8761602,3863.86,128.242915,
388,3873.87,132.4189453,3873.87,127.5867123,3873.87,128.6153846,
389,3883.88,132.4158203,3883.88,127.653151,3883.88,128.5668016,
390,3893.89,132.2482422,3893.89,127.3583293,3893.89,128.6234818,
391,3903.9,132.1074219,3903.9,127.4220811,3903.9,129.2024291,
392,3913.91,132.3472656,3913.91,127.2747924,3913.91,128.0931174,
393,3923.92,132.4123047,3923.92,127.6643869,3923.92,127.9271255,
394,3933.93,132.3597656,3933.93,127.4394235,3933.93,128.4939271,
395,3943.94,132.8042969,3943.94,127.6680508,3943.94,128.3562753,
396,3953.95,132.7421875,3953.95,127.5136786,3953.95,128.2591093,
397,3963.96,132.4302734,3963.96,127.3150953,3963.96,129.1174089,
398,3973.97,132.7621094,3973.97,127.2410845,3973.97,127.6842105,
399,3983.98,132.5460938,3983.98,127.3935027,3983.98,128.6477733,
400,3993.99,132.2333984,3993.99,127.0788959,3993.99,128.6882591,
401,4004,132.1648438,4004,127.1319003,4004,129.6153846,
402,4014.01,132.0837891,4014.01,127.140938,4014.01,129.1012146,
403,4024.02,132.0212891,4024.02,127.0297997,4024.02,128.3279352,
404,4034.03,132.1263672,4034.03,127.3913043,4034.03,128.2307692,
405,4044.04,132.2089844,4044.04,126.820469,4044.04,128.6558704,
406,4054.05,131.7320313,4054.05,126.9030288,4054.05,128.5748988,
407,4064.06,131.8791016,4064.06,127.0151441,4064.06,129.2995951,
408,4074.07,132.1763672,4074.07,127.0627748,4074.07,127.8218623,
409,4084.08,132.1433594,4084.08,127.154128,4084.08,128.5263158,
410,4094.09,132.1169922,4094.09,126.8698095,4094.09,129.1659919,
411,4104.1,132.2103516,4104.1,126.8720078,4104.1,128.5303644,
412,4114.11,132.2902344,4114.11,126.8886175,4114.11,129.0080972,
413,4124.12,132.4019531,4124.12,126.882511,4124.12,127.1012146,
414,4134.13,132.2775391,4134.13,127.1057645,4134.13,129.1052632,
415,4144.14,132.4044922,4144.14,127.0026869,4144.14,130.7732794,
416,4154.15,132.4753906,4154.15,126.9311187,4154.15,129.5101215,
417,4164.16,132.0445313,4164.16,127.0723009,4164.16,130.4777328,
418,4174.17,132.2509766,4174.17,126.9687347,4174.17,130.1174089,
419,4184.18,132.4820313,4184.18,126.9340498,4184.18,128.9716599,
420,4194.19,132.1183594,4194.19,126.9897411,4194.19,128.562753,
421,4204.2,132.1666016,4204.2,127.1809966,4204.2,128.6842105,
422,4214.21,131.95,4214.21,127.0842697,4214.21,128.9433198,
423,4224.22,132.0203125,4224.22,126.9662921,4224.22,129.0445344,
424,4234.23,132.2902344,4234.23,127.1656082,4234.23,129.0404858,
425,4244.24,132.3189453,4244.24,127.3175379,4244.24,129.7165992,
426,4254.25,132.534375,4254.25,127.0407914,4254.25,129.3481781,
427,4264.26,132.6224609,4264.26,126.9946263,4264.26,128.4008097,
428,4274.27,132.4679688,4274.27,127.0559355,4274.27,129.2834008,
429,4284.28,132.8060547,4284.28,127.0222277,4284.28,128.7854251,
430,4294.29,132.6789063,4294.29,127.3263312,4294.29,128.7732794,
431,4304.3,132.5175781,4304.3,127.4496825,4304.3,129.1417004,
432,4314.31,132.3220703,4314.31,127.3622374,4314.31,129.3198381,
433,4324.32,132.4744141,4324.32,127.0542257,4324.32,129.1376518,
434,4334.33,132.3050781,4334.33,127.1922325,4334.33,129.582996,
435,4344.34,132.2962891,4344.34,127.1265266,4344.34,128.4089069,
436,4354.35,132.3148438,4354.35,127.5898876,4354.35,128.5060729,
437,4364.36,132.1597656,4364.36,128.0170982,4364.36,128.9716599,
438,4374.37,132.2285156,4374.37,128.3155838,4374.37,128.5101215,
439,4384.38,132.2103516,4384.38,128.2200782,4384.38,128.3805668,
440,4394.39,132.1830078,4394.39,127.9594529,4394.39,128.1052632,
441,4404.4,132.2291016,4404.4,128.0095261,4404.4,129.1983806,
442,4414.41,132.2396484,4414.41,127.8243771,4414.41,128.5870445,
443,4424.42,132.3283203,4424.42,127.8348803,4424.42,127.1295547,
444,4434.43,132.2517578,4434.43,127.7916463,4434.43,128.0526316,
445,4444.44,132.0503906,4444.44,127.4838788,4444.44,128.5951417,
446,4454.45,132.2039063,4454.45,127.2374206,4454.45,128.3036437,
447,4464.46,132.0203125,4464.46,127.6902785,4464.46,126.9959514,
448,4474.47,132.5935547,4474.47,127.1267709,4474.47,128.1417004,
449,4484.48,132.1976563,4484.48,127.5505618,4484.48,128.9149798,
450,4494.49,132.1117188,4494.49,127.451148,4494.49,128.6882591,
451,4504.5,132.5001953,4504.5,127.2567171,4504.5,128.1214575,
452,4514.51,132.1318359,4514.51,127.345872,4514.51,128.3076923,
453,4524.52,132.3132813,4524.52,127.3170493,4524.52,128.2186235,
454,4534.53,132.3953125,4534.53,126.994382,4534.53,128.8825911,
455,4544.54,132.1453125,4544.54,127.3436737,4544.54,129.7044534,
456,4554.55,132.3378906,4554.55,127.0786517,4554.55,128.4615385,
457,4564.56,132.1751953,4564.56,127.4118222,4564.56,128.3360324,
458,4574.57,132.0628906,4574.57,127.0280899,4574.57,128.0728745,
459,4584.58,132.2001953,4584.58,126.8397655,4584.58,128.6275304,
460,4594.59,131.9853516,4594.59,126.9804592,4594.59,128.1821862,
461,4604.6,131.7660156,4604.6,126.7879824,4604.6,128.7327935,
462,4614.61,131.7064453,4614.61,126.7037128,4614.61,128.0526316,
463,4624.62,132.0833984,4624.62,126.9907181,4624.62,128.4898785,
464,4634.63,132.1480469,4634.63,127.0085491,4634.63,129.3846154,
465,4644.64,132.3232422,4644.64,127.1062531,4644.64,127.3967611,
466,4654.65,132.1912109,4654.65,127.3883732,4654.65,130.2995951,
467,4664.66,132.2375,4664.66,127.2330239,4664.66,128.097166,
468,4674.67,132.1769531,4674.67,126.9000977,4674.67,129.0647773,
469,4684.68,132.2324219,4684.68,127.1768442,4684.68,128.0364372,
470,4694.69,131.9931641,4694.69,127.3981436,4694.69,127.7530364,
471,4704.7,132.0603516,4704.7,127.2169028,4704.7,129.1255061,
472,4714.71,131.8210938,4714.71,127.3150953,4714.71,127.9595142,
473,4724.72,132.1736328,4724.72,127.3404983,4724.72,128.0566802,
474,4734.73,131.9615234,4734.73,127.3539326,4734.73,128.3319838,
475,4744.74,132.2,4744.74,127.3429409,4744.74,128.7287449,
476,4754.75,132.3746094,4754.75,127.2327797,4754.75,128.51417,
477,4764.76,132.2529297,4764.76,127.000977,4764.76,128.3036437,
478,4774.77,132.6755859,4774.77,126.9342941,4774.77,128.6437247,
479,4784.78,132.3556641,4784.78,127.0039082,4784.78,127.3198381,
480,4794.79,132.3441406,4794.79,127.1013679,4794.79,128.1093117,
481,4804.8,132.4068359,4804.8,127.2259404,4804.8,129.6518219,
482,4814.81,132.3658203,4814.81,127.3817782,4814.81,128.611336,
483,4824.82,132.6597656,4824.82,127.3077675,4824.82,128.1255061,
484,4834.83,132.5978516,4834.83,126.9799707,4834.83,127.9311741,
485,4844.84,132.7777344,4844.84,127.2994626,4844.84,128.951417,
486,4854.85,132.8152344,4854.85,127.2679531,4854.85,128.6396761,
487,4864.86,132.9039063,4864.86,127.6665852,4864.86,129.2955466,
488,4874.87,132.6492188,4874.87,127.6746458,4874.87,128.6801619,
489,4884.88,132.9371094,4884.88,127.8348803,4884.88,127.5546559,
490,4894.89,133.1107422,4894.89,127.7882267,4894.89,128.5870445,
491,4904.9,133.3501953,4904.9,127.9154861,4904.9,129.4696356,
492,4914.91,133.5244141,4914.91,127.6067416,4914.91,129.0404858,
493,4924.92,133.4164063,4924.92,127.8234001,4924.92,129.1862348,
494,4934.93,133.5806641,4934.93,127.8251099,4934.93,128.2186235,
495,4944.94,133.4332031,4944.94,128.0784074,4944.94,129.0040486,
496,4954.95,133.4583984,4954.95,128.482169,4954.95,129.3967611,
497,4964.96,133.5132813,4964.96,128.9181729,4964.96,128.291498,
498,4974.97,133.2109375,4974.97,129.1822179,4974.97,129.1781377,
499,4984.98,133.4392578,4984.98,129.1301905,4984.98,128.951417,
500,4994.99,133.4996094,4994.99,128.9093796,4994.99,129.6963563,
501,5005,133.7767578,5005,128.5791402,5005,129.562753,
502,5015.01,139.7759766,5015.01,131.1392281,5015.01,134.7530364,
503,5025.02,146.7738281,5025.02,137.3864191,5025.02,141.0850202,
504,5035.03,149.2541016,5035.03,140.2266732,5035.03,142.6518219,
505,5045.04,150.2515625,5045.04,140.7955545,5045.04,143.611336,
506,5055.05,151.2529297,5055.05,141.8710308,5055.05,144.0121457,
507,5065.06,152.0226563,5065.06,142.2940889,5065.06,144.7854251,
508,5075.07,152.6482422,5075.07,142.5444553,5075.07,144.1133603,
509,5085.08,153.446875,5085.08,142.8727406,5085.08,145.7408907,
510,5095.09,153.6291016,5095.09,143.2022472,5095.09,144.7651822,
511,5105.1,153.7941406,5105.1,143.0847582,5105.1,145.1295547,
512,5115.11,153.8650391,5115.11,143.5100147,5115.11,145.2145749,
513,5125.12,154.3130859,5125.12,143.8146067,5125.12,145.5910931,
514,5135.13,154.5246094,5135.13,144.2127504,5135.13,143.9149798,
515,5145.14,154.5773438,5145.14,144.8905716,5145.14,146.388664,
516,5155.15,154.6427734,5155.15,145.0317538,5155.15,146.4089069,
517,5165.16,155.0849609,5165.16,145.0493405,5165.16,144.6153846,
518,5175.17,155.3458984,5175.17,145.0266243,5175.17,145.7773279,
519,5185.18,155.05625,5185.18,144.9489497,5185.18,145.1417004,
520,5195.19,155.2974609,5195.19,144.6189546,5195.19,145.4089069,
521,5205.2,155.6740234,5205.2,144.8436737,5205.2,145.4696356,
522,5215.21,155.6664063,5215.21,144.784807,5215.21,145.3765182,
523,5225.22,155.3802734,5225.22,144.7242306,5225.22,145.2307692,
524,5235.23,155.6878906,5235.23,144.1397167,5235.23,144.3319838,
525,5245.24,155.26875,5245.24,144.0417684,5245.24,144.5748988,
526,5255.25,155.4462891,5255.25,144.2862726,5255.25,144.3157895,
527,5265.26,155.3582031,5265.26,144.0527601,5265.26,146.7651822,
528,5275.27,155.8123047,5275.27,143.587445,5275.27,144.9676113,
529,5285.28,155.6335938,5285.28,143.8097215,5285.28,144.8016194,
530,5295.29,155.0693359,5295.29,143.4565217,5295.29,144.9595142,
531,5305.3,155.5957031,5305.3,143.1057645,5305.3,144.3481781,
532,5315.31,155.4476563,5315.31,143.358085,5315.31,144.7530364,
533,5325.32,155.3587891,5325.32,142.8878847,5325.32,143.4898785,
534,5335.33,155.2308594,5335.33,142.758427,5335.33,144.1538462,
535,5345.34,155.1822266,5345.34,142.5740107,5345.34,145.6558704,
536,5355.35,154.8261719,5355.35,142.2464582,5355.35,143.8906883,
537,5365.36,154.6226563,5365.36,142.0100147,5365.36,143.7894737,
538,5375.37,154.6115234,5375.37,141.618466,5375.37,145.0121457,
539,5385.38,154.5734375,5385.38,141.7156815,5385.38,143.9716599,
540,5395.39,153.8005859,5395.39,141.265999,5395.39,142.6963563,
541,5405.4,153.6804688,5405.4,141.2757694,5405.4,143.6923077,
542,5415.41,153.3462891,5415.41,141.2760137,5415.41,143.2307692,
543,5425.42,153.4363281,5425.42,140.6734245,5425.42,142.3684211,
544,5435.43,152.8480469,5435.43,140.7997069,5435.43,142.6923077,
545,5445.44,152.9939453,5445.44,140.8317049,5445.44,143.659919,
546,5455.45,152.35,5455.45,140.505618,5455.45,141.3441296,
547,5465.46,151.6962891,5465.46,139.8028823,5465.46,142.5789474,
548,5475.47,151.8982422,5475.47,139.8615046,5475.47,141.0728745,
549,5485.48,151.5705078,5485.48,139.4767953,5485.48,142.5506073,
550,5495.49,151.2476563,5495.49,139.3216903,5495.49,140.6396761,
551,5505.5,150.6847656,5505.5,139.043234,5505.5,141.4251012,
552,5515.51,150.2757813,5515.51,138.6001466,5515.51,140.8987854,
553,5525.52,150.1642578,5525.52,138.4572545,5525.52,139.7975709,
554,5535.53,149.6988281,5535.53,137.8053249,5535.53,139.8744939,
555,5545.54,149.8705078,5545.54,137.5012213,5545.54,140.048583,
556,5555.55,148.6074219,5555.55,137.2530532,5555.55,140.2550607,
557,5565.56,148.3800781,5565.56,137.0095261,5565.56,138.5546559,
558,5575.57,147.7902344,5575.57,137.3085002,5575.57,139.3603239,
559,5585.58,146.9419922,5585.58,136.9230581,5585.58,138.6558704,
560,5595.59,146.7568359,5595.59,136.2188569,5595.59,137.9149798,
561,5605.6,146.3544922,5605.6,136.0879336,5605.6,137.4898785,
562,5615.61,145.7125,5615.61,135.3441622,5615.61,137.5506073,
563,5625.62,144.9966797,5625.62,134.7801661,5625.62,136.7004049,
564,5635.63,144.4980469,5635.63,134.203957,5635.63,137.2712551,
565,5645.64,143.4416016,5645.64,133.9428432,5645.64,136.4939271,
566,5655.65,142.6859375,5655.65,133.2933561,5655.65,135.9797571,
567,5665.66,142.2646484,5665.66,132.7300928,5665.66,135.4898785,
568,5675.67,141.3328125,5675.67,132.4230581,5675.67,134.8866397,
569,5685.68,140.9544922,5685.68,131.9242794,5685.68,134.0647773,
570,5695.69,139.9273438,5695.69,131.0630191,5695.69,132.8421053,
571,5705.7,139.4351563,5705.7,130.7266732,5705.7,133.3238866,
572,5715.71,138.5330078,5715.71,130.1936981,5715.71,133.2874494,
573,5725.72,138.2800781,5725.72,129.4570103,5725.72,132.2226721,
574,5735.73,137.2525391,5735.73,128.9335613,5735.73,132.1497976,
575,5745.74,136.9607422,5745.74,128.9223254,5745.74,131.6720648,
576,5755.75,136.5597656,5755.75,128.647533,5755.75,131.4453441,
577,5765.76,136.0996094,5765.76,128.357108,5765.76,130.437247,
578,5775.77,135.4755859,5775.77,127.9816805,5775.77,131.3724696,
579,5785.78,135.1763672,5785.78,127.8075232,5785.78,130.7813765,
580,5795.79,134.7134766,5795.79,127.6580362,5795.79,130.3684211,
581,5805.8,134.3400391,5805.8,127.6018564,5805.8,129.6720648,
582,5815.81,134.0746094,5815.81,127.5454323,5815.81,129.1497976,
583,5825.82,133.8214844,5825.82,127.4987787,5825.82,130.3724696,
584,5835.83,133.4568359,5835.83,126.9220811,5835.83,129.4574899,
585,5845.84,133.5666016,5845.84,126.7823644,5845.84,129.5303644,
586,5855.85,133.4138672,5855.85,127.0405471,5855.85,130.242915,
587,5865.86,133.0783203,5865.86,126.8959453,5865.86,128.8259109,
588,5875.87,132.8074219,5875.87,126.8111871,5875.87,130.6153846,
589,5885.88,133.0771484,5885.88,126.5896434,5885.88,129.145749,
590,5895.89,132.509375,5895.89,126.5144113,5895.89,128.5587045,
591,5905.9,132.5919922,5905.9,126.4040059,5905.9,128.3279352,
592,5915.91,132.2742188,5915.91,126.2999511,5915.91,129.9068826,
593,5925.92,132.0591797,5925.92,126.1946751,5925.92,127.8502024,
594,5935.93,132.2984375,5935.93,126.1150464,5935.93,129,
595,5945.94,131.9621094,5945.94,125.9289204,5945.94,128.8299595,
596,5955.95,131.8177734,5955.95,126.5246702,5955.95,127.9716599,
597,5965.96,131.9382813,5965.96,126.7386419,5965.96,127.562753,
598,5975.97,131.7369141,5975.97,126.3417196,5975.97,128.9230769,
599,5985.98,131.6544922,5985.98,126.6638984,5985.98,128.5303644,
600,5995.99,131.8900391,5995.99,126.5097704,5995.99,128.2753036,
601,6006,131.4650391,6006,126.4193942,6006,127.7732794,
602,6016.01,131.5044922,6016.01,126.4548119,6016.01,128.2226721,
603,6026.02,131.5628906,6026.02,126.3842208,6026.02,127.8582996,
604,6036.03,131.4126953,6036.03,126.5730337,6036.03,127.854251,
605,6046.04,131.4708984,6046.04,126.6675623,6046.04,128.7935223,
606,6056.05,131.1537109,6056.05,126.6489985,6056.05,128.9757085,
607,6066.06,131.1892578,6066.06,126.8490474,6066.06,127.48583,
608,6076.07,130.9482422,6076.07,126.7078652,6076.07,128.9230769,
609,6086.08,131.1382813,6086.08,126.8292623,6086.08,128.3481781,
610,6096.09,131.5064453,6096.09,126.765022,6096.09,128.611336,
611,6106.1,131.0888672,6106.1,126.6191988,6106.1,128.7813765,
612,6116.11,131.1330078,6116.11,126.6734245,6116.11,126.145749,
613,6126.12,131.1570313,6126.12,126.4636053,6126.12,127.9878543,
614,6136.13,131.1939453,6136.13,126.5322423,6136.13,127.7854251,
615,6146.14,131.3011719,6146.14,126.5156326,6146.14,127.6153846,
616,6156.15,131.1603516,6156.15,126.1751343,6156.15,127.6882591,
617,6166.16,131.0076172,6166.16,126.0190523,6166.16,127.5384615,
618,6176.17,131.1382813,6176.17,126.1836834,6176.17,127.0931174,
619,6186.18,131.2210938,6186.18,125.9777723,6186.18,127.2226721,
620,6196.19,131.2089844,6196.19,126.2413288,6196.19,128.9068826,
621,6206.2,130.9494141,6206.2,126.2242306,6206.2,127.9433198,
622,6216.21,131.1712891,6216.21,126.049829,6216.21,129.1902834,
623,6226.22,131.4138672,6226.22,126.636297,6226.22,129.1214575,
624,6236.23,131.3994141,6236.23,126.4362482,6236.23,129.951417,
625,6246.24,131.4380859,6246.24,126.832682,6246.24,128.4777328,
626,6256.25,131.7,6256.25,126.5471422,6256.25,127.2550607,
627,6266.26,131.7083984,6266.26,126.3913043,6266.26,129.2226721,
628,6276.27,131.5791016,6276.27,127.1345872,6276.27,127.9149798,
629,6286.28,131.4326172,6286.28,127.044211,6286.28,127.8178138,
630,6296.29,131.4974609,6296.29,127.2703957,6296.29,128.3319838,
631,6306.3,131.8486328,6306.3,127.4230581,6306.3,127.1497976,
632,6316.31,131.7585938,6316.31,127.4396678,6316.31,128.4210526,
633,6326.32,131.6607422,6326.32,127.4259893,6326.32,127.5708502,
634,6336.33,131.8871094,6336.33,127.191744,6336.33,128.1214575,
635,6346.34,131.7919922,6346.34,127.0661944,6346.34,127.9878543,
636,6356.35,132.0720703,6356.35,127.3541768,6356.35,128.3522267,
637,6366.36,132.3251953,6366.36,127.3297509,6366.36,128.1497976,
638,6376.37,132.2765625,6376.37,127.1651197,6376.37,127.3319838,
639,6386.38,132.325,6386.38,127.0994138,6386.38,129.0850202,
640,6396.39,132.4150391,6396.39,127.2147044,6396.39,127.6356275,
641,6406.4,132.3769531,6406.4,127.3199805,6406.4,128.6072874,
642,6416.41,132.3101563,6416.41,127.2484123,6416.41,127.3643725,
643,6426.42,132.16875,6426.42,127.314851,6426.42,126.9797571,
644,6436.43,131.8980469,6436.43,127.2508549,6436.43,127.8137652,
645,6446.44,132.0177734,6446.44,127.1380068,6446.44,128.1012146,
646,6456.45,132.2337891,6456.45,127.2518319,6456.45,128.2712551,
647,6466.46,132.7056641,6466.46,127.1030777,6466.46,128.708502,
648,6476.47,132.3109375,6476.47,127.2051783,6476.47,128.8380567,
649,6486.48,132.5333984,6486.48,127.1648754,6486.48,129.7813765,
650,6496.49,132.8314453,6496.49,127.0205178,6496.49,128.6194332,
651,6506.5,132.7533203,6506.5,126.9799707,6506.5,129.1255061,
652,6516.51,132.7447266,6516.51,127.1617,6516.51,128.0850202,
653,6526.52,132.6080078,6526.52,127.109917,6526.52,128.8663968,
654,6536.53,132.7392578,6536.53,127.6152907,6536.53,128.2510121,
655,6546.54,132.6365234,6546.54,127.4298974,6546.54,128.4048583,
656,6556.55,132.4394531,6556.55,127.4171959,6556.55,129.2874494,
657,6566.56,132.296875,6566.56,127.1316561,6566.56,128.7327935,
658,6576.57,132.3125,6576.57,127.2254519,6576.57,128.7489879,
659,6586.58,132.1509766,6586.58,127.4338056,6586.58,128.2874494,
660,6596.59,132.0017578,6596.59,127.2371764,6596.59,129.3360324,
661,6606.6,132.0333984,6606.6,127.2484123,6606.6,128.1983806,
662,6616.61,132.1402344,6616.61,127.098681,6616.61,128.9797571,
663,6626.62,132.1412109,6626.62,127.5371275,6626.62,129.7489879,
664,6636.63,132.0541016,6636.63,128.0200293,6636.63,127.7044534,
665,6646.64,132.0173828,6646.64,127.8121641,6646.64,129.4939271,
666,6656.65,132.0703125,6656.65,127.5537372,6656.65,129.0161943,
667,6666.66,132.2869141,6666.66,127.3751832,6666.66,128.5222672,
668,6676.67,132.0787109,6676.67,127.3966781,6676.67,128.0283401,
669,6686.68,132.2636719,6686.68,127.3751832,6686.68,128.2469636,
670,6696.69,132.3435547,6696.69,127.4572545,6696.69,128.9554656,
671,6706.7,132.5470703,6706.7,127.4953591,6706.7,128.1336032,
672,6716.71,132.5076172,6716.71,127.7129946,6716.71,128.8825911,
673,6726.72,132.0824219,6726.72,127.3954568,6726.72,129.1255061,
