DataTable:,Function DataTable for [Raw Ci on CYm API F(t)],,,,,,
Date:, November 21 2024 13:23:20,,,,,,
Description:,Table of function data for [Raw Ci on CYm API F(t)],,,,,,
,,,,,,,
,,,,,,,
Legend:, Type, Name, Description, Units, Is Default Visible, Is Id Column, Is Editable
,,,,,,,
integer,id,ID of each record,,,,,
double,Cell ID: 106 (X): T (msec),(X): Cell ID: 106 Time (msec),,TRUE,FALSE,FALSE,
double,Cell ID: 106 (Y),Raw Ci on CYm API F(t) for Cell ID: 106 (Y),,TRUE,FALSE,FALSE,
double,Cell ID: 115 (X): T (msec),(X): Cell ID: 115 Time (msec),,TRUE,FALSE,FALSE,
double,Cell ID: 115 (Y),Raw Ci on CYm API F(t) for Cell ID: 115 (Y),,TRUE,FALSE,FALSE,
double,Cell ID: 117 (X): T (msec),(X): Cell ID: 117 Time (msec),,TRUE,FALSE,FALSE,
double,Cell ID: 117 (Y),Raw Ci on CYm API F(t) for Cell ID: 117 (Y),,TRUE,FALSE,FALSE,
,,,,,,,
,,,,,,,
id,Cell ID: 106 (X): T (msec),Cell ID: 106 (Y),Cell ID: 115 (X): T (msec),Cell ID: 115 (Y),Cell ID: 117 (X): T (msec),Cell ID: 117 (Y),
1047,10470.46,141.7492188,10470.46,135.1765999,10470.46,134.6923077,
1048,10480.47,145.6308594,10480.47,139.124084,10480.47,137.3684211,
1049,10490.48,147.3896484,10490.48,140.3627259,10490.48,140.0242915,
1050,10500.49,148.128125,10500.49,140.7503664,10500.49,139.4291498,
1051,10510.5,148.7023438,10510.5,141.3275525,10510.5,140.0161943,
1052,10520.51,149.0298828,10520.51,141.5390816,10520.51,140.7246964,
1053,10530.52,149.9337891,10530.52,141.6507084,10530.52,140.3643725,
1054,10540.53,150.0603516,10540.53,141.6792868,10540.53,141.2793522,
1055,10550.54,150.5753906,10550.54,141.8817782,10550.54,141.9959514,
1056,10560.55,150.9794922,10560.55,141.8832438,10560.55,141.9433198,
1057,10570.56,151.1457031,10570.56,142.0644846,10570.56,143.6477733,
1058,10580.57,151.265625,10580.57,142.1148021,10580.57,142.9676113,
1059,10590.58,151.5021484,10590.58,142.2830972,10590.58,143.0607287,
1060,10600.59,151.4667969,10600.59,142.1003908,10600.59,140.8785425,
1061,10610.6,151.6609375,10610.6,141.9211041,10610.6,143.2591093,
1062,10620.61,151.5966797,10620.61,141.6555936,10620.61,143.2631579,
1063,10630.62,151.7792969,10630.62,141.1697606,10630.62,142.242915,
1064,10640.63,151.2638672,10640.63,141.0332193,10640.63,141.6639676,
1065,10650.64,151.4476563,10650.64,141.0148999,10650.64,141.6801619,
1066,10660.65,151.4958984,10660.65,140.222765,10660.65,142.3684211,
1067,10670.66,151.7511719,10670.66,140.2997069,10670.66,141.7489879,
1068,10680.67,151.5068359,10680.67,140.6077186,10680.67,141.8299595,
1069,10690.68,151.7667969,10690.68,140.1028334,10690.68,140.8582996,
1070,10700.69,151.8445313,10700.69,140.2296043,10700.69,140.5101215,
1071,10710.7,151.5322266,10710.7,139.8727406,10710.7,141.1133603,
1072,10720.71,151.63125,10720.71,139.8844651,10720.71,141.5060729,
1073,10730.72,151.3992188,10730.72,139.5857352,10730.72,141.0202429,
1074,10740.73,151.2431641,10740.73,139.5315095,10740.73,142.0323887,
1075,10750.74,151.2548828,10750.74,139.5845139,10750.74,142.4534413,
1076,10760.75,150.9414063,10760.75,139.5796287,10760.75,142.0283401,
1077,10770.76,150.9972656,10770.76,139.4658036,10770.76,140.8825911,
1078,10780.77,150.7021484,10780.77,138.8043478,10780.77,141.5668016,
1079,10790.78,150.6240234,10790.78,139.0026869,10790.78,142.0769231,
1080,10800.79,149.8273438,10800.79,138.8387885,10800.79,139.9190283,
1081,10810.8,150.4275391,10810.8,138.6384954,10810.8,139.5020243,
1082,10820.81,149.9359375,10820.81,138.006595,10820.81,138.5748988,
1083,10830.82,149.9933594,10830.82,137.6516854,10830.82,138.5951417,
1084,10840.83,149.6621094,10840.83,137.2264289,10840.83,138.7894737,
1085,10850.84,149.4326172,10850.84,137.0972154,10850.84,139.5384615,
1086,10860.85,149.1289063,10860.85,137.0999023,10860.85,138.4210526,
1087,10870.86,148.5578125,10870.86,136.5725452,10870.86,139.0647773,
1088,10880.87,148.6857422,10880.87,136.4851001,10880.87,137.9919028,
1089,10890.88,147.5869141,10890.88,136.0591109,10890.88,138.4453441,
1090,10900.89,147.0228516,10900.89,135.6211529,10900.89,137.8704453,
1091,10910.9,147.0214844,10910.9,135.6182218,10910.9,137.5384615,
1092,10920.91,146.0574219,10920.91,135.1641426,10920.91,138.534413,
1093,10930.92,145.7171875,10930.92,134.7984856,10930.92,136.3643725,
1094,10940.93,145.5759766,10940.93,134.2794333,10940.93,136.7611336,
1095,10950.94,144.9490234,10950.94,134.4513923,10950.94,136.1578947,
1096,10960.95,144.5119141,10960.95,134.117489,10960.95,136.1133603,
1097,10970.96,144.3548828,10970.96,133.6091842,10970.96,135.9919028,
1098,10980.97,143.4238281,10980.97,133.1057645,10980.97,133.9473684,
1099,10990.98,142.9300781,10990.98,133.0639961,10990.98,134.7408907,
1100,11000.99,142.2542969,11000.99,132.7137274,11000.99,133.1781377,
1101,11011,141.7707031,11011,132.7042013,11011,133.7004049,
1102,11021.01,141.2029297,11021.01,132.7137274,11021.01,132.5546559,
1103,11031.02,140.3064453,11031.02,132.0127015,11031.02,132,
1104,11041.03,139.5390625,11041.03,131.5617978,11041.03,132.0809717,
1105,11051.04,138.615625,11051.04,131.0327308,11051.04,131.4817814,
1106,11061.05,138.4003906,11061.05,130.5258915,11061.05,130.9959514,
1107,11071.06,137.3394531,11071.06,129.6934538,11071.06,130.7692308,
1108,11081.07,137.1265625,11081.07,129.5288227,11081.07,130.2793522,
1109,11091.08,136.2863281,11091.08,129.1617,11091.08,130.48583,
1110,11101.09,135.9798828,11101.09,128.2686859,11101.09,129.8502024,
1111,11111.1,135.2423828,11111.1,128.0276014,11111.1,129.1862348,
1112,11121.11,134.8892578,11121.11,128.0373718,11121.11,130.7611336,
1113,11131.12,134.5541016,11131.12,127.178554,11131.12,129.8987854,
1114,11141.13,133.9708984,11141.13,127.1358085,11141.13,128.6437247,
1115,11151.14,133.9804688,11151.14,126.9594529,11151.14,128.5870445,
1116,11161.15,133.6027344,11161.15,126.9653151,11161.15,129.7004049,
1117,11171.16,133.0853516,11171.16,126.8585735,11171.16,129.2672065,
1118,11181.17,132.8,11181.17,126.4782609,11181.17,128.8906883,
1119,11191.18,132.7529297,11191.18,126.4855887,11191.18,128.9352227,
1120,11201.19,132.2753906,11201.19,126.5361505,11201.19,127.7044534,
1121,11211.2,132.1642578,11211.2,126.4233024,11211.2,128.7044534,
1122,11221.21,131.9691406,11221.21,126.3221788,11221.21,127.8097166,
1123,11231.22,131.8796875,11231.22,126.2833415,11231.22,127.9878543,
1124,11241.23,131.8447266,11241.23,126.3212018,11241.23,128.2550607,
1125,11251.24,131.3560547,11251.24,125.9584758,11251.24,128.2510121,
1126,11261.25,131.1126953,11261.25,125.6394724,11261.25,128.1700405,
1127,11271.26,131.1654297,11271.26,125.8224231,11271.26,127.0647773,
1128,11281.27,130.9630859,11281.27,125.5398144,11281.27,126.6234818,
1129,11291.28,131.1208984,11291.28,125.7664875,11291.28,127.1983806,
1130,11301.29,130.8623047,11301.29,125.4909624,11301.29,127.5020243,
1131,11311.3,130.8001953,11311.3,125.4179287,11311.3,127.3238866,
1132,11321.31,131.1193359,11321.31,125.3988764,11321.31,127.3279352,
1133,11331.32,131.3925781,11331.32,125.395701,11331.32,127.3522267,
1134,11341.33,131.3277344,11341.33,125.3295066,11341.33,126.6153846,
1135,11351.34,131.4267578,11351.34,125.3883732,11351.34,126.6153846,
1136,11361.35,131.0537109,11361.35,125.5139228,11361.35,127.2388664,
1137,11371.36,131.4105469,11371.36,125.7085979,11371.36,126.7408907,
1138,11381.37,131.0320313,11381.37,125.5776746,11381.37,127.5384615,
1139,11391.38,130.8902344,11391.38,125.4147533,11391.38,126.0526316,
1140,11401.39,130.9361328,11401.39,125.437958,11401.39,127.1902834,
1141,11411.4,130.5712891,11411.4,125.4465071,11411.4,127.6720648,
1142,11421.41,130.8923828,11421.41,125.5608207,11421.41,126.2550607,
1143,11431.42,130.7863281,11431.42,125.5439668,11431.42,127.1336032,
1144,11441.43,130.5298828,11441.43,125.7630679,11441.43,126.2753036,
1145,11451.44,130.7003906,11451.44,125.7056668,11451.44,127.1052632,
1146,11461.45,130.5019531,11461.45,125.9399121,11461.45,126.902834,
1147,11471.46,130.2279297,11471.46,125.8761602,11471.46,126.7854251,
1148,11481.47,130.5691406,11481.47,126.0881778,11481.47,127.4696356,
1149,11491.48,130.4806641,11491.48,125.9894968,11491.48,126.7894737,
1150,11501.49,130.4064453,11501.49,126.5534929,11501.49,126.8744939,
1151,11511.5,130.7087891,11511.5,126.3307279,11511.5,126.7489879,
1152,11521.51,130.7896484,11521.51,126.234001,11521.51,127.1862348,
1153,11531.52,131.1068359,11531.52,125.9609184,11531.52,127.3846154,
1154,11541.53,131.1951172,11541.53,125.944553,11541.53,127.4291498,
1155,11551.54,131.0082031,11551.54,125.9127992,11551.54,128.1012146,
1156,11561.55,130.9300781,11561.55,126.2620909,11561.55,127.8259109,
1157,11571.56,130.9371094,11571.56,125.9938935,11571.56,127.2591093,
1158,11581.57,130.7576172,11581.57,125.5212506,11581.57,127.5101215,
1159,11591.58,131.1603516,11591.58,125.7188569,11591.58,127.5910931,
1160,11601.59,131.1007813,11601.59,125.8299951,11601.59,127.2712551,
1161,11611.6,130.9023438,11611.6,125.8680997,11611.6,128,
1162,11621.61,131.1664063,11621.61,125.9474841,11621.61,126.1497976,
1163,11631.62,131.1261719,11631.62,125.8837323,11631.62,125.8866397,
1164,11641.63,131.2751953,11641.63,125.8676111,11641.63,126.7206478,
1165,11651.64,131.0861328,11651.64,125.9706888,11651.64,127.6315789,
1166,11661.65,130.9837891,11661.65,125.5688813,11661.65,127.2105263,
1167,11671.66,131.1412109,11671.66,125.8287738,11671.66,127.5020243,
1168,11681.67,130.9880859,11681.67,125.7320469,11681.67,127.6477733,
1169,11691.68,131.1609375,11691.68,125.7740596,11691.68,126.2469636,
1170,11701.69,130.8259766,11701.69,126.0701026,11701.69,127.3603239,
1171,11711.7,130.9787109,11711.7,126.2198339,11711.7,126.7975709,
1172,11721.71,131.0578125,11721.71,126.5393258,11721.71,127.5546559,
1173,11731.72,131.0097656,11731.72,126.4506595,11731.72,126.951417,
1174,11741.73,131.4435547,11741.73,126.5381045,11741.73,126.9230769,
1175,11751.74,131.2912109,11751.74,126.5461651,11751.74,127.6801619,
1176,11761.75,131.4566406,11761.75,126.4968246,11761.75,128.0404858,
1177,11771.76,131.2888672,11771.76,126.315828,11771.76,126.5465587,
1178,11781.77,131.2921875,11781.77,126.4098681,11781.77,127.951417,
1179,11791.78,131.2662109,11791.78,126.4005862,11791.78,127.1821862,
1180,11801.79,130.9898438,11801.79,126.8121641,11801.79,127.3319838,
1181,11811.8,131.1375,11811.8,126.4831461,11811.8,126.3846154,
1182,11821.81,131.2880859,11821.81,126.4794822,11821.81,127.2591093,
1183,11831.82,131.6804688,11831.82,126.8864191,11831.82,127.1862348,
1184,11841.83,131.6619141,11841.83,126.7085979,11841.83,127.2712551,
1185,11851.84,132.0441406,11851.84,126.9450415,11851.84,127.9919028,
1186,11861.85,131.921875,11861.85,126.7540303,11861.85,126.8502024,
1187,11871.86,131.7634766,11871.86,126.6670738,11871.86,126.9190283,
1188,11881.87,131.7716797,11881.87,126.883488,11881.87,126.4777328,
1189,11891.88,131.8300781,11891.88,127.2872496,11891.88,127.582996,
1190,11901.89,132.0660156,11901.89,127.0542257,11901.89,127.4939271,
1191,11911.9,132.325,11911.9,127.7840743,11911.9,128.1295547,
1192,11921.91,132.1349609,11921.91,127.6016121,11921.91,127.242915,
1193,11931.92,132.3681641,11931.92,127.3986321,11931.92,128.0850202,
1194,11941.93,132.2175781,11941.93,127.4885198,11941.93,128.8380567,
1195,11951.94,132.4251953,11951.94,127.6382511,11951.94,128.1376518,
1196,11961.95,132.5988281,11961.95,127.8246214,11961.95,128.1902834,
1197,11971.96,133.0685547,11971.96,128.3991207,11971.96,129.1740891,
1198,11981.97,133.4564453,11981.97,128.5493405,11981.97,127.854251,
1199,11991.98,133.7707031,11991.98,129.1072301,11991.98,128.0040486,
1200,12001.99,134.7123047,12001.99,130.2586712,12001.99,129.0323887,
1201,12012,138.0439453,12012,132.7598925,12012,130.9433198,
1202,12022.01,143.8001953,12022.01,137.9149976,12022.01,136.3117409,
1203,12032.02,146.6853516,12032.02,139.8749389,12032.02,138.2672065,
1204,12042.03,147.6396484,12042.03,140.3309722,12042.03,137.7004049,
1205,12052.04,148.7009766,12052.04,140.6509526,12052.04,139.5587045,
1206,12062.05,148.765625,12062.05,140.8133854,12062.05,139.9190283,
1207,12072.06,149.053125,12072.06,140.9211041,12072.06,140.2226721,
1208,12082.07,149.371875,12082.07,140.8175379,12082.07,140.1012146,
1209,12092.08,149.7353516,12092.08,140.5344406,12092.08,141.2348178,
1210,12102.09,150.2201172,12102.09,140.6758671,12102.09,141.0242915,
1211,12112.1,150.3755859,12112.1,140.5759648,12112.1,141.708502,
1212,12122.11,150.2408203,12122.11,140.8827553,12122.11,141.9838057,
1213,12132.12,150.6210938,12132.12,140.593063,12132.12,140.1538462,
1214,12142.13,151.0576172,12142.13,140.4958476,12142.13,140.6801619,
1215,12152.14,150.95625,12152.14,140.2562286,12152.14,141.5991903,
1216,12162.15,151.1376953,12162.15,140.1856375,12162.15,141.2834008,
1217,12172.16,150.9728516,12172.16,140.5031754,12172.16,142.7935223,
1218,12182.17,151.4509766,12182.17,140.2225208,12182.17,142.1417004,
1219,12192.18,151.3216797,12192.18,140.0329751,12192.18,140.0890688,
1220,12202.19,151.3181641,12202.19,139.8612604,12202.19,141.3684211,
1221,12212.2,151.878125,12212.2,139.9765511,12212.2,143.097166,
1222,12222.21,151.8990234,12222.21,140.0779189,12222.21,140.7368421,
1223,12232.22,151.4789063,12232.22,139.8165608,12232.22,141.3157895,
1224,12242.23,151.3996094,12242.23,139.3654128,12242.23,141.1012146,
1225,12252.24,151.5349609,12252.24,139.4274548,12252.24,140.4453441,
1226,12262.25,151.4087891,12262.25,139.0788959,12262.25,141.8947368,
1227,12272.26,151.0697266,12272.26,138.9760625,12272.26,140.3967611,
1228,12282.27,151.2386719,12282.27,138.7796776,12282.27,140.2388664,
1229,12292.28,151.1460938,12292.28,138.4184172,12292.28,139.1133603,
1230,12302.29,150.7029297,12302.29,138.1726917,12302.29,140.291498,
1231,12312.3,150.6021484,12312.3,138.1455789,12312.3,138.9554656,
1232,12322.31,150.3474609,12322.31,137.8087445,12322.31,139.2793522,
1233,12332.32,149.9910156,12332.32,137.4672692,12332.32,139.4939271,
1234,12342.33,149.9416016,12342.33,137.8466048,12342.33,139.4939271,
1235,12352.34,149.4189453,12352.34,137.5825598,12352.34,139.2105263,
1236,12362.35,149.103125,12362.35,137.0796287,12362.35,139.4331984,
1237,12372.36,149.4052734,12372.36,137.2107963,12372.36,138.8866397,
1238,12382.37,149.0859375,12382.37,136.7010259,12382.37,137.4412955,
1239,12392.38,148.2746094,12392.38,136.5229604,12392.38,138.7449393,
1240,12402.39,147.840625,12402.39,136.3478261,12402.39,138.6275304,
1241,12412.4,147.4150391,12412.4,135.6030777,12412.4,138.0647773,
1242,12422.41,146.8447266,12422.41,135.0969712,12422.41,138.2753036,
1243,12432.42,146.2830078,12432.42,134.6783097,12432.42,137.8016194,
1244,12442.43,145.9373047,12442.43,134.4047386,12442.43,137.7732794,
1245,12452.44,145.2767578,12452.44,134.1465559,12452.44,137.5789474,
1246,12462.45,145.0246094,12462.45,134.111871,12462.45,136.1174089,
1247,12472.46,144.128125,12472.46,133.5236932,12472.46,136.5425101,
1248,12482.47,143.7595703,12482.47,133.5847582,12482.47,135.7287449,
1249,12492.48,143.0011719,12492.48,132.894724,12492.48,135.1700405,
1250,12502.49,142.6927734,12502.49,132.9621397,12502.49,134.5222672,
1251,12512.5,142.1529297,12512.5,132.4938935,12512.5,134.8137652,
1252,12522.51,141.2884766,12522.51,132.0893991,12522.51,133.8461538,
1253,12532.52,140.6761719,12532.52,131.6336102,12532.52,134.1781377,
1254,12542.53,140.1814453,12542.53,131.4272106,12542.53,133.0040486,
1255,12552.54,139.684375,12552.54,130.8998534,12552.54,133.1376518,
1256,12562.55,139.1794922,12562.55,130.3045921,12562.55,132.8947368,
1257,12572.56,138.2542969,12572.56,130.2699072,12572.56,132.5748988,
1258,12582.57,137.8705078,12582.57,129.6504641,12582.57,132.5465587,
1259,12592.58,137.0164063,12592.58,129.4318515,12592.58,130.6153846,
1260,12602.59,136.58125,12602.59,128.8265755,12602.59,130.0080972,
1261,12612.6,136.1435547,12612.6,128.284807,12612.6,130.7004049,
1262,12622.61,135.5943359,12622.61,127.9938935,12622.61,129.7773279,
1263,12632.62,135.4347656,12632.62,127.5212506,12632.62,129.8947368,
1264,12642.63,134.6609375,12642.63,127.5847582,12642.63,129.9797571,
1265,12652.64,134.2433594,12652.64,127.1424035,12652.64,128.0809717,
1266,12662.65,133.8613281,12662.65,126.6096727,12662.65,129.5506073,
1267,12672.66,133.5591797,12672.66,126.5720567,12672.66,129.194332,
1268,12682.67,133.4492188,12682.67,126.3111871,12682.67,128.9271255,
1269,12692.68,133.028125,12692.68,126.3422081,12692.68,128.6761134,
1270,12702.69,133.0273438,12702.69,126.2291158,12702.69,128.4777328,
1271,12712.7,132.4259766,12712.7,126.0669272,12712.7,128.0323887,
1272,12722.71,132.2806641,12722.71,126.0635076,12722.71,127.7611336,
1273,12732.72,132.2402344,12732.72,125.7997069,12732.72,128.7044534,
1274,12742.73,131.8220703,12742.73,126.0197851,12742.73,127.6761134,
1275,12752.74,131.9160156,12752.74,125.8910601,12752.74,129.6356275,
1276,12762.75,131.4990234,12762.75,126.1668295,12762.75,127.9311741,
1277,12772.76,131.4832031,12772.76,125.3964338,12772.76,128.2145749,
1278,12782.77,131.2402344,12782.77,125.6458232,12782.77,127.805668,
1279,12792.78,131.2396484,12792.78,125.5295554,12792.78,127.0566802,
1280,12802.79,131.3015625,12802.79,125.1257938,12802.79,127.659919,
1281,12812.8,130.9470703,12812.8,125.2657548,12812.8,126.51417,
1282,12822.81,130.9384766,12822.81,125.5793845,12822.81,127.8987854,
1283,12832.82,131.0730469,12832.82,125.5241817,12832.82,126.7651822,
1284,12842.83,131.0335938,12842.83,125.5937958,12842.83,127.0688259,
1285,12852.84,130.9742188,12852.84,125.5681485,12852.84,126.9149798,
1286,12862.85,131.0117188,12862.85,125.2076209,12862.85,126.9716599,
1287,12872.86,130.6476563,12872.86,125.3075232,12872.86,126.5222672,
1288,12882.87,130.9369141,12882.87,125.511236,12882.87,127.7813765,
1289,12892.88,131.003125,12892.88,125.6384954,12892.88,126.48583,
1290,12902.89,130.6476563,12902.89,125.3913043,12902.89,127.0526316,
1291,12912.9,130.6572266,12912.9,125.4093796,12912.9,126.9392713,
1292,12922.91,130.8248047,12922.91,125.5117245,12922.91,127.9149798,
1293,12932.92,130.7203125,12932.92,125.1189546,12932.92,126.7611336,
1294,12942.93,131.1087891,12942.93,125.5136786,12942.93,126.8987854,
1295,12952.94,131.2455078,12952.94,125.463361,12952.94,126.6518219,
1296,12962.95,131.5408203,12962.95,125.7596483,12962.95,126.3846154,
1297,12972.96,131.8761719,12972.96,125.5850024,12972.96,127.2712551,
1298,12982.97,131.9484375,12982.97,125.7486566,12982.97,126.194332,
1299,12992.98,131.8822266,12992.98,125.6641426,12992.98,126.9676113,
1300,13002.99,131.8425781,13002.99,125.4719101,13002.99,126.7935223,
1301,13013,131.9322266,13013,125.5649731,13013,127.7530364,
1302,13023.01,135.9875,13023.01,129.4997557,13023.01,130.1012146,
1303,13033.02,142.5929688,13033.02,137.3991207,13033.02,136.0283401,
1304,13043.03,145.1259766,13043.03,139.2545188,13043.03,136.5465587,
1305,13053.04,146.6921875,13053.04,140.5119687,13053.04,137.8947368,
1306,13063.05,147.2857422,13063.05,140.4611627,13063.05,138.8421053,
1307,13073.06,147.7132813,13073.06,140.4108451,13073.06,139.7327935,
1308,13083.07,147.9398438,13083.07,140.3895945,13083.07,139.1417004,
1309,13093.08,148.3513672,13093.08,140.4907181,13093.08,140.757085,
1310,13103.09,148.5603516,13103.09,140.7452369,13103.09,140.6072874,
1311,13113.1,148.8542969,13113.1,140.2723498,13113.1,139.4453441,
1312,13123.11,149.0884766,13123.11,140.0530044,13123.11,139.8906883,
1313,13133.12,149.5070313,13133.12,140.104299,13133.12,139.2510121,
1314,13143.13,149.2470703,13143.13,140.381534,13143.13,139.8259109,
1315,13153.14,149.4177734,13153.14,140.1082071,13153.14,139.8380567,
1316,13163.15,149.3707031,13163.15,139.7159257,13163.15,138.9878543,
1317,13173.16,149.3521484,13173.16,139.6453346,13173.16,139.7287449,
1318,13183.17,149.8292969,13183.17,139.2181241,13183.17,139.6761134,
1319,13193.18,149.2951172,13193.18,139.1189546,13193.18,138.8582996,
1320,13203.19,149.4248047,13203.19,139.1250611,13203.19,140.9230769,
1321,13213.2,149.5984375,13213.2,138.5649731,13213.2,139.51417,
1322,13223.21,149.6082031,13223.21,138.6111383,13223.21,139.0769231,
1323,13233.22,149.9496094,13233.22,138.2769907,13233.22,138.6396761,
1324,13243.23,149.7097656,13243.23,138.1480215,13243.23,139.7975709,
1325,13253.24,149.2611328,13253.24,138.0603322,13253.24,140.2631579,
1326,13263.25,149.73125,13263.25,137.8986321,13263.25,139.7773279,
1327,13273.26,149.1263672,13273.26,137.3417196,13273.26,139.8987854,
1328,13283.27,148.9962891,13283.27,137.4430874,13283.27,138.8421053,
1329,13293.28,148.9005859,13293.28,137.4792379,13293.28,138.7813765,
1330,13303.29,148.6849609,13303.29,136.8898388,13303.29,138.8421053,
1331,13313.3,149.2435547,13313.3,136.6477772,13313.3,138.3603239,
1332,13323.31,148.7851563,13323.31,136.2501221,13323.31,137.5222672,
1333,13333.32,148.4199219,13333.32,136.2479238,13333.32,137.48583,
1334,13343.33,148.4167969,13343.33,136.4130435,13343.33,137.0080972,
1335,13353.34,148.1287109,13353.34,136.0845139,13353.34,136.2388664,
1336,13363.35,147.9628906,13363.35,135.6592574,13363.35,136.8218623,
1337,13373.36,147.5447266,13373.36,135.5850024,13373.36,138.3846154,
1338,13383.37,147.034375,13383.37,135.2730826,13383.37,137.3441296,
1339,13393.38,146.4712891,13393.38,134.9736199,13393.38,136.1902834,
1340,13403.39,146.1353516,13403.39,134.6756229,13403.39,136.0445344,
1341,13413.4,145.7152344,13413.4,134.2063996,13413.4,135.0607287,
1342,13423.41,145.1757813,13423.41,133.9533464,13423.41,136.2186235,
1343,13433.42,144.8615234,13433.42,133.2188569,13433.42,134.8218623,
1344,13443.43,144.1009766,13443.43,132.9599414,13443.43,135.902834,
1345,13453.44,143.1736328,13453.44,132.7789448,13453.44,134.7854251,
1346,13463.45,142.84375,13463.45,132.438935,13463.45,135.0323887,
1347,13473.46,141.9761719,13473.46,131.8505129,13473.46,133.3724696,
1348,13483.47,141.4330078,13483.47,131.179531,13483.47,133.9595142,
1349,13493.48,140.6451172,13493.48,131.0083048,13493.48,134.4291498,
1350,13503.49,140.4712891,13503.49,130.3895945,13503.49,132.3481781,
1351,13513.5,139.4384766,13513.5,129.8456277,13513.5,132.8825911,
1352,13523.51,138.7669922,13523.51,129.4797264,13523.51,131.5263158,
1353,13533.52,138.4658203,13533.52,129.0661944,13533.52,131.0283401,
1354,13543.53,137.7863281,13543.53,128.8622374,13543.53,130.8582996,
1355,13553.54,137.2462891,13553.54,128.3165608,13553.54,130.4251012,
1356,13563.55,136.3941406,13563.55,128.0664387,13563.55,131.3036437,
1357,13573.56,135.8923828,13573.56,127.6143136,13573.56,129.6275304,
1358,13583.57,135.6152344,13583.57,127.4157303,13583.57,130.1821862,
1359,13593.58,134.9746094,13593.58,127.455789,13593.58,129.0242915,
1360,13603.59,134.4548828,13603.59,126.9286761,13603.59,129.3360324,
1361,13613.6,134.2320313,13613.6,126.7957987,13613.6,128.2591093,
1362,13623.61,133.8388672,13623.61,126.628725,13623.61,128.6153846,
1363,13633.62,133.596875,13633.62,126.4294089,13633.62,127.7368421,
1364,13643.63,133.2996094,13643.63,126.3930142,13643.63,129.2955466,
1365,13653.64,133.1646484,13653.64,126.4474841,13653.64,128.7530364,
1366,13663.65,133.1978516,13663.65,126.3856864,13663.65,128.1659919,
1367,13673.66,133.2017578,13673.66,126.0385931,13673.66,127.7125506,
1368,13683.67,133.2796875,13683.67,126.1116268,13683.67,128.0526316,
1369,13693.68,133.1349609,13693.68,125.9965804,13693.68,127.0890688,
1370,13703.69,132.6824219,13703.69,125.6602345,13703.69,127.6761134,
1371,13713.7,132.6699219,13713.7,125.8072789,13713.7,128.6518219,
1372,13723.71,132.1619141,13723.71,125.6805081,13723.71,127.7692308,
1373,13733.72,132.1589844,13733.72,125.6844162,13733.72,126.9473684,
1374,13743.73,131.7857422,13743.73,125.7303371,13743.73,126.0202429,
1375,13753.74,132.215625,13753.74,125.6614558,13753.74,128.2510121,
1376,13763.75,131.7914063,13763.75,125.6245725,13763.75,127.2510121,
1377,13773.76,131.9023438,13773.76,125.5493405,13773.76,127.9190283,
1378,13783.77,131.5587891,13783.77,125.3500244,13783.77,126.5748988,
1379,13793.78,131.6257813,13793.78,125.0813385,13793.78,126.7732794,
1380,13803.79,131.4677734,13803.79,125.4076698,13803.79,126.805668,
1381,13813.8,131.1919922,13813.8,125.525403,13813.8,126.8825911,
1382,13823.81,131.5708984,13823.81,125.5041524,13823.81,126.5546559,
1383,13833.82,131.3291016,13833.82,125.8678554,13833.82,127.8016194,
1384,13843.83,131.4935547,13843.83,126.204934,13843.83,127.1538462,
1385,13853.84,131.165625,13853.84,126.1411822,13853.84,126.5789474,
1386,13863.85,131.4380859,13863.85,126.1187103,13863.85,127.2631579,
1387,13873.86,130.9605469,13873.86,126.0212506,13873.86,127.1821862,
1388,13883.87,130.9900391,13883.87,125.765999,13883.87,126.7611336,
1389,13893.88,130.9701172,13893.88,125.7757694,13893.88,126.7368421,
1390,13903.89,131.1658203,13903.89,125.7857841,13903.89,127.145749,
1391,13913.9,131.0443359,13913.9,125.8282853,13913.9,127.2024291,
1392,13923.91,131.0199219,13923.91,125.747191,13923.91,127.1174089,
1393,13933.92,131.2605469,13933.92,125.981192,13933.92,126.097166,
1394,13943.93,131.4910156,13943.93,125.8302394,13943.93,127.097166,
1395,13953.94,131.9025391,13953.94,125.6248168,13953.94,126.8340081,
1396,13963.95,131.5017578,13963.95,125.5127015,13963.95,126.9919028,
1397,13973.96,131.5078125,13973.96,125.7212995,13973.96,126.5384615,
1398,13983.97,131.6193359,13983.97,126.1414265,13983.97,126.3522267,
1399,13993.98,131.4746094,13993.98,125.8969223,13993.98,125.9959514,
1400,14003.99,131.4871094,14003.99,125.9682462,14003.99,126.2995951,
1401,14014,131.4144531,14014,125.8864191,14014,126.6234818,
1402,14024.01,131.5746094,14024.01,125.8212018,14024.01,126.9635628,
1403,14034.02,131.2806641,14034.02,125.7374206,14034.02,127.0283401,
1404,14044.03,131.2970703,14044.03,125.6604787,14044.03,126.854251,
1405,14054.04,131.1722656,14054.04,125.7344895,14054.04,127.3157895,
1406,14064.05,131.0976563,14064.05,125.3964338,14064.05,127.2226721,
1407,14074.06,131.3669922,14074.06,125.438935,14074.06,126.5425101,
1408,14084.07,130.8587891,14084.07,125.5830484,14084.07,126.8582996,
1409,14094.08,131.2875,14094.08,125.5984367,14094.08,126.6153846,
1410,14104.09,131.2810547,14104.09,125.6179775,14104.09,126.097166,
